Date,Name,number_of_flights
2020-03-21,Missouri,338
2020-03-21,Mississippi,35
2020-03-21,Montana,88
2020-03-21,North Carolina,939
2020-03-21,North Dakota,58
2020-03-21,Nebraska,84
2020-03-21,New Hampshire,31
2020-03-21,New Jersey,417
2020-03-21,New Mexico,76
2020-03-21,Nevada,495
2020-03-21,New York,918
2020-03-21,Ohio,318
2020-03-21,Oklahoma,100
2020-03-21,Oregon,267
2020-03-21,Pennsylvania,562
2020-03-21,Puerto Rico,103
2020-03-21,Rhode Island,45
2020-03-21,South Carolina,181
2020-03-21,South Dakota,42
2020-03-21,Tennessee,349
2020-03-21,Pacific Trust Territories and Possessions,5
2020-03-21,Texas,1975
2020-03-21,Utah,326
2020-03-21,Virginia,719
2020-03-21,Virgin Islands,23
2020-03-21,Vermont,27
2020-03-21,Washington,576
2020-03-21,Wisconsin,185
2020-03-21,West Virginia,19
2020-03-21,Wyoming,36
2020-03-22,Alaska,93
2020-03-22,Alabama,134
2020-03-22,Arkansas,103
2020-03-22,Arizona,690
2020-03-22,California,2374
2020-03-22,Colorado,942
2020-03-22,Connecticut,81
2020-03-22,Florida,2002
2020-03-22,Georgia,1215
2020-03-22,Hawaii,371
2020-03-22,Iowa,99
2020-03-22,Idaho,102
2020-03-22,Illinois,1369
2020-03-22,Indiana,225
2020-03-22,Kansas,51
2020-03-22,Kentucky,265
2020-03-22,Louisiana,263
2020-03-22,Massachusetts,433
2020-03-22,Maryland,270
2020-03-22,Maine,55
2020-03-22,Michigan,629
2020-03-22,Minnesota,479
2020-03-22,Missouri,406
2020-03-22,Mississippi,45
2020-03-22,Montana,91
2020-03-22,North Carolina,1063
2020-03-22,North Dakota,66
2020-03-22,Nebraska,98
2020-03-22,New Hampshire,27
2020-03-22,New Jersey,472
2020-03-22,New Mexico,87
2020-03-22,Nevada,583
2020-03-22,New York,1127
2020-03-22,Ohio,363
2020-03-22,Oklahoma,123
2020-03-22,Oregon,302
2020-03-22,Pennsylvania,654
2020-03-22,Puerto Rico,104
2020-03-22,Rhode Island,50
2020-03-22,South Carolina,210
2020-03-22,South Dakota,46
2020-03-22,Tennessee,440
2020-03-22,Pacific Trust Territories and Possessions,3
2020-03-22,Texas,2303
2020-03-22,Utah,384
2020-03-22,Virginia,882
2020-03-22,Virgin Islands,18
2020-03-22,Vermont,30
2020-03-22,Washington,649
2020-03-22,Wisconsin,211
2020-03-22,West Virginia,23
2020-03-22,Wyoming,39
2020-03-23,Alaska,97
2020-03-23,Alabama,135
2020-03-23,Arkansas,102
2020-03-23,Arizona,655
2020-03-23,California,2510
2020-03-23,Colorado,955
2020-03-23,Connecticut,86
2020-03-23,Florida,1936
2020-03-23,Georgia,1263
2020-03-23,Hawaii,370
2020-03-23,Iowa,100
2020-03-23,Idaho,102
2020-03-23,Illinois,1444
2020-03-23,Indiana,221
2020-03-23,Kansas,51
2020-03-23,Kentucky,279
2020-03-23,Louisiana,251
2020-03-23,Massachusetts,463
2020-03-23,Maryland,299
2020-03-23,Maine,55
2020-03-23,Michigan,685
2020-03-23,Minnesota,512
2020-03-23,Missouri,422
2020-03-23,Mississippi,47
2020-03-23,Montana,87
2020-03-23,North Carolina,1097
2020-03-23,North Dakota,65
2020-03-23,Nebraska,102
2020-03-23,New Hampshire,33
2020-03-23,New Jersey,494
2020-03-23,New Mexico,91
2020-03-23,Nevada,578
2020-03-23,New York,1212
2020-03-23,Ohio,378
2020-03-23,Oklahoma,130
2020-03-23,Oregon,315
2020-03-23,Pennsylvania,681
2020-03-23,Puerto Rico,95
2020-03-23,Rhode Island,53
2020-03-23,South Carolina,206
2020-03-23,South Dakota,46
2020-03-23,Tennessee,435
2020-03-23,Pacific Trust Territories and Possessions,4
2020-03-23,Texas,2317
2020-03-23,Utah,386
2020-03-23,Virginia,917
2020-03-23,Virgin Islands,17
2020-03-23,Vermont,32
2020-03-23,Washington,673
2020-03-23,Wisconsin,212
2020-03-23,West Virginia,23
2020-03-23,Wyoming,36
2020-03-24,Alaska,95
2020-03-24,Alabama,123
2020-03-24,Arkansas,103
2020-03-24,Arizona,636
2020-03-24,California,2428
2020-03-24,Colorado,923
2020-03-24,Connecticut,86
2020-03-24,Florida,1863
2020-03-24,Georgia,1221
2020-03-24,Hawaii,344
2020-03-24,Iowa,99
2020-03-24,Idaho,97
2020-03-24,Illinois,1417
2020-03-24,Indiana,212
2020-03-24,Kansas,46
2020-03-24,Kentucky,269
2020-03-24,Louisiana,241
2020-03-24,Massachusetts,453
2020-03-24,Maryland,295
2020-03-24,Maine,50
2020-03-24,Michigan,651
2020-03-24,Minnesota,500
2020-03-24,Missouri,418
2020-03-24,Mississippi,44
2020-03-24,Montana,85
2020-03-24,North Carolina,1038
2020-03-24,North Dakota,57
2020-03-24,Nebraska,95
2020-03-24,New Hampshire,33
2020-03-24,New Jersey,483
2020-03-24,New Mexico,89
2020-03-24,Nevada,524
2020-03-24,New York,1169
2020-03-24,Ohio,373
2020-03-24,Oklahoma,124
2020-03-24,Oregon,297
2020-03-24,Pennsylvania,657
2020-03-24,Puerto Rico,91
2020-03-24,Rhode Island,52
2020-03-24,South Carolina,198
2020-03-24,South Dakota,46
2020-03-24,Tennessee,412
2020-03-24,Pacific Trust Territories and Possessions,5
2020-03-24,Texas,2233
2020-03-24,Utah,363
2020-03-24,Virginia,902
2020-03-24,Virgin Islands,18
2020-03-24,Vermont,31
2020-03-24,Washington,628
2020-03-24,Wisconsin,212
2020-03-24,West Virginia,19
2020-03-24,Wyoming,33
2020-03-25,Alaska,96
2020-03-25,Alabama,125
2020-03-25,Arkansas,99
2020-03-25,Arizona,644
2020-03-25,California,2414
2020-03-25,Colorado,925
2020-03-25,Connecticut,84
2020-03-25,Florida,1875
2020-03-25,Georgia,1164
2020-03-25,Hawaii,351
2020-03-25,Iowa,98
2020-03-25,Idaho,94
2020-03-25,Illinois,1411
2020-03-25,Indiana,223
2020-03-25,Kansas,49
2020-03-25,Kentucky,271
2020-03-25,Louisiana,242
2020-03-25,Massachusetts,444
2020-03-25,Maryland,297
2020-03-25,Maine,53
2020-03-25,Michigan,647
2020-03-25,Minnesota,490
2020-03-25,Missouri,412
2020-03-25,Mississippi,48
2020-03-25,Montana,79
2020-03-25,North Carolina,1055
2020-03-25,North Dakota,62
2020-03-25,Nebraska,99
2020-03-25,New Hampshire,32
2020-03-25,New Jersey,482
2020-03-25,New Mexico,87
2020-03-25,Nevada,540
2020-03-25,New York,1140
2020-03-25,Ohio,372
2020-03-25,Oklahoma,125
2020-03-25,Oregon,304
2020-03-25,Pennsylvania,657
2020-03-25,Puerto Rico,89
2020-03-25,Rhode Island,52
2020-03-25,South Carolina,195
2020-03-25,South Dakota,46
2020-03-25,Tennessee,405
2020-03-25,Pacific Trust Territories and Possessions,1
2020-03-25,Texas,2237
2020-03-25,Utah,358
2020-03-25,Virginia,888
2020-03-25,Virgin Islands,16
2020-03-25,Vermont,31
2020-03-25,Washington,617
2020-03-25,Wisconsin,208
2020-03-25,West Virginia,20
2020-03-25,Wyoming,31
2020-03-26,Alaska,95
2020-03-26,Alabama,127
2020-03-26,Arkansas,108
2020-03-26,Arizona,650
2020-03-26,California,2459
2020-03-26,Colorado,928
2020-03-26,Connecticut,84
2020-03-26,Florida,1918
2020-03-26,Georgia,1175
2020-03-26,Hawaii,356
2020-03-26,Iowa,99
2020-03-26,Idaho,97
2020-03-26,Illinois,1412
2020-03-26,Indiana,219
2020-03-26,Kansas,51
2020-03-26,Kentucky,277
2020-03-26,Louisiana,249
2020-03-26,Massachusetts,432
2020-03-26,Maryland,299
2020-03-26,Maine,54
2020-03-26,Michigan,652
2020-03-26,Minnesota,490
2020-03-26,Missouri,418
2020-03-26,Mississippi,46
2020-03-26,Montana,84
2020-03-26,North Carolina,1082
2020-03-26,North Dakota,63
2020-03-26,Nebraska,99
2020-03-26,New Hampshire,31
2020-03-26,New Jersey,484
2020-03-26,New Mexico,90
2020-03-26,Nevada,567
2020-03-26,New York,1118
2020-03-26,Ohio,373
2020-03-26,Oklahoma,130
2020-03-26,Oregon,309
2020-03-26,Pennsylvania,676
2020-03-26,Puerto Rico,89
2020-03-26,Rhode Island,53
2020-03-26,South Carolina,204
2020-03-26,South Dakota,47
2020-03-26,Tennessee,427
2020-03-26,Pacific Trust Territories and Possessions,4
2020-03-26,Texas,2280
2020-03-26,Utah,362
2020-03-26,Virginia,895
2020-03-26,Virgin Islands,18
2020-03-26,Vermont,31
2020-03-26,Washington,637
2020-03-26,Wisconsin,211
2020-03-26,West Virginia,20
2020-03-26,Wyoming,29
2020-03-27,Alaska,97
2020-03-27,Alabama,130
2020-03-27,Arkansas,102
2020-03-27,Arizona,653
2020-03-27,California,2451
2020-03-27,Colorado,914
2020-03-27,Connecticut,84
2020-03-27,Florida,1917
2020-03-27,Georgia,1165
2020-03-27,Hawaii,360
2020-03-27,Iowa,97
2020-03-27,Idaho,89
2020-03-27,Illinois,1409
2020-03-27,Indiana,214
2020-03-27,Kansas,50
2020-03-27,Kentucky,276
2020-03-27,Louisiana,251
2020-03-27,Massachusetts,424
2020-03-27,Maryland,298
2020-03-27,Maine,54
2020-03-27,Michigan,636
2020-03-27,Minnesota,466
2020-03-27,Missouri,414
2020-03-27,Mississippi,47
2020-03-27,Montana,73
2020-03-27,North Carolina,1088
2020-03-27,North Dakota,58
2020-03-27,Nebraska,99
2020-03-27,New Hampshire,33
2020-03-27,New Jersey,479
2020-03-27,New Mexico,88
2020-03-27,Nevada,573
2020-03-27,New York,1110
2020-03-27,Ohio,371
2020-03-27,Oklahoma,131
2020-03-27,Oregon,294
2020-03-27,Pennsylvania,670
2020-03-27,Puerto Rico,94
2020-03-27,Rhode Island,52
2020-03-27,South Carolina,200
2020-03-27,South Dakota,44
2020-03-27,Tennessee,426
2020-03-27,Pacific Trust Territories and Possessions,1
2020-03-27,Texas,2289
2020-03-27,Utah,365
2020-03-27,Virginia,886
2020-03-27,Virgin Islands,16
2020-03-27,Vermont,32
2020-03-27,Washington,581
2020-03-27,Wisconsin,203
2020-03-27,West Virginia,20
2020-03-27,Wyoming,29
2020-03-28,Alaska,90
2020-03-28,Alabama,100
2020-03-28,Arkansas,69
2020-03-28,Arizona,641
2020-03-28,California,2008
2020-03-28,Colorado,843
2020-03-28,Connecticut,74
2020-03-28,Florida,2079
2020-03-28,Georgia,977
2020-03-28,Hawaii,358
2020-03-28,Iowa,81
2020-03-28,Idaho,76
2020-03-28,Illinois,1172
2020-03-28,Indiana,200
2020-03-28,Kansas,38
2020-03-28,Kentucky,210
2020-03-28,Louisiana,204
2020-03-28,Massachusetts,317
2020-03-28,Maryland,232
2020-03-28,Maine,48
2020-03-28,Michigan,492
2020-03-28,Minnesota,368
2020-03-28,Missouri,326
2020-03-28,Mississippi,34
2020-03-28,Montana,73
2020-03-28,North Carolina,928
2020-03-28,North Dakota,53
2020-03-28,Nebraska,82
2020-03-28,New Hampshire,31
2020-03-28,New Jersey,409
2020-03-28,New Mexico,74
2020-03-28,Nevada,485
2020-03-28,New York,833
2020-03-28,Ohio,308
2020-03-28,Oklahoma,100
2020-03-28,Oregon,246
2020-03-28,Pennsylvania,554
2020-03-28,Puerto Rico,100
2020-03-28,Rhode Island,45
2020-03-28,South Carolina,178
2020-03-28,South Dakota,42
2020-03-28,Tennessee,345
2020-03-28,Pacific Trust Territories and Possessions,3
2020-03-28,Texas,1931
2020-03-28,Utah,316
2020-03-28,Virginia,697
2020-03-28,Virgin Islands,21
2020-03-28,Vermont,27
2020-03-28,Washington,505
2020-03-28,Wisconsin,183
2020-03-28,West Virginia,18
2020-03-28,Wyoming,26
2020-03-29,Alaska,91
2020-03-29,Alabama,127
2020-03-29,Arkansas,104
2020-03-29,Arizona,680
2020-03-29,California,2279
2020-03-29,Colorado,887
2020-03-29,Connecticut,78
2020-03-29,Florida,1952
2020-03-29,Georgia,1122
2020-03-29,Hawaii,360
2020-03-29,Iowa,94
2020-03-29,Idaho,91
2020-03-29,Illinois,1353
2020-03-29,Indiana,217
2020-03-29,Kansas,51
2020-03-29,Kentucky,254
2020-03-29,Louisiana,258
2020-03-29,Massachusetts,386
2020-03-29,Maryland,271
2020-03-29,Maine,54
2020-03-29,Michigan,575
2020-03-29,Minnesota,436
2020-03-29,Missouri,396
2020-03-29,Mississippi,44
2020-03-29,Montana,70
2020-03-29,North Carolina,1044
2020-03-29,North Dakota,57
2020-03-29,Nebraska,92
2020-03-29,New Hampshire,28
2020-03-29,New Jersey,477
2020-03-29,New Mexico,85
2020-03-29,Nevada,570
2020-03-29,New York,987
2020-03-29,Ohio,338
2020-03-29,Oklahoma,125
2020-03-29,Oregon,276
2020-03-29,Pennsylvania,632
2020-03-29,Puerto Rico,98
2020-03-29,Rhode Island,51
2020-03-29,South Carolina,205
2020-03-29,South Dakota,44
2020-03-29,Tennessee,431
2020-03-29,Pacific Trust Territories and Possessions,4
2020-03-29,Texas,2267
2020-03-29,Utah,362
2020-03-29,Virginia,854
2020-03-29,Virgin Islands,18
2020-03-29,Vermont,31
2020-03-29,Washington,526
2020-03-29,Wisconsin,202
2020-03-29,West Virginia,21
2020-03-29,Wyoming,28
2020-03-30,Alaska,92
2020-03-30,Alabama,125
2020-03-30,Arkansas,99
2020-03-30,Arizona,637
2020-03-30,California,2381
2020-03-30,Colorado,890
2020-03-30,Connecticut,84
2020-03-30,Florida,1878
2020-03-30,Georgia,1152
2020-03-30,Hawaii,285
2020-03-30,Iowa,97
2020-03-30,Idaho,81
2020-03-30,Illinois,1410
2020-03-30,Indiana,212
2020-03-30,Kansas,51
2020-03-30,Kentucky,262
2020-03-30,Louisiana,248
2020-03-30,Massachusetts,412
2020-03-30,Maryland,299
2020-03-30,Maine,54
2020-03-30,Michigan,619
2020-03-30,Minnesota,456
2020-03-30,Missouri,407
2020-03-30,Mississippi,46
2020-03-30,Montana,71
2020-03-30,North Carolina,1071
2020-03-30,North Dakota,58
2020-03-30,Nebraska,98
2020-03-30,New Hampshire,33
2020-03-30,New Jersey,498
2020-03-30,New Mexico,88
2020-03-30,Nevada,557
2020-03-30,New York,1038
2020-03-30,Ohio,352
2020-03-30,Oklahoma,130
2020-03-30,Oregon,282
2020-03-30,Pennsylvania,655
2020-03-30,Puerto Rico,85
2020-03-30,Rhode Island,53
2020-03-30,South Carolina,197
2020-03-30,South Dakota,44
2020-03-30,Tennessee,420
2020-03-30,Pacific Trust Territories and Possessions,3
2020-03-30,Texas,2275
2020-03-30,Utah,361
2020-03-30,Virginia,888
2020-03-30,Virgin Islands,17
2020-03-30,Vermont,33
2020-03-30,Washington,534
2020-03-30,Wisconsin,204
2020-03-30,West Virginia,21
2020-03-30,Wyoming,27
2020-03-31,Alaska,88
2020-03-31,Alabama,118
2020-03-31,Arkansas,98
2020-03-31,Arizona,605
2020-03-31,California,2228
2020-03-31,Colorado,827
2020-03-31,Connecticut,84
2020-03-31,Florida,1777
2020-03-31,Georgia,1135
2020-03-31,Hawaii,281
2020-03-31,Iowa,93
2020-03-31,Idaho,87
2020-03-31,Illinois,1352
2020-03-31,Indiana,204
2020-03-31,Kansas,46
2020-03-31,Kentucky,247
2020-03-31,Louisiana,237
2020-03-31,Massachusetts,374
2020-03-31,Maryland,292
2020-03-31,Maine,50
2020-03-31,Michigan,592
2020-03-31,Minnesota,448
2020-03-31,Missouri,393
2020-03-31,Mississippi,42
2020-03-31,Montana,69
2020-03-31,North Carolina,963
2020-03-31,North Dakota,53
2020-03-31,Nebraska,93
2020-03-31,New Hampshire,31
2020-03-31,New Jersey,453
2020-03-31,New Mexico,87
2020-03-31,Nevada,497
2020-03-31,New York,949
2020-03-31,Ohio,340
2020-03-31,Oklahoma,125
2020-03-31,Oregon,277
2020-03-31,Pennsylvania,579
2020-03-31,Puerto Rico,83
2020-03-31,Rhode Island,52
2020-03-31,South Carolina,189
2020-03-31,South Dakota,42
2020-03-31,Tennessee,394
2020-03-31,Pacific Trust Territories and Possessions,1
2020-03-31,Texas,2141
2020-03-31,Utah,345
2020-03-31,Virginia,842
2020-03-31,Virgin Islands,12
2020-03-31,Vermont,32
2020-03-31,Washington,523
2020-03-31,Wisconsin,204
2020-03-31,West Virginia,20
2020-03-31,Wyoming,25
2020-04-01,Alaska,59
2020-04-01,Alabama,100
2020-04-01,Arkansas,76
2020-04-01,Arizona,582
2020-04-01,California,1848
2020-04-01,Colorado,661
2020-04-01,Connecticut,72
2020-04-01,Florida,1579
2020-04-01,Georgia,823
2020-04-01,Hawaii,161
2020-04-01,Iowa,80
2020-04-01,Idaho,61
2020-04-01,Illinois,1153
2020-04-01,Indiana,188
2020-04-01,Kansas,43
2020-04-01,Kentucky,206
2020-04-01,Louisiana,201
2020-04-01,Massachusetts,335
2020-04-01,Maryland,281
2020-04-01,Maine,40
2020-04-01,Michigan,505
2020-04-01,Minnesota,386
2020-04-01,Missouri,357
2020-04-01,Mississippi,37
2020-04-01,Montana,59
2020-04-01,North Carolina,927
2020-04-01,North Dakota,43
2020-04-01,Nebraska,79
2020-04-01,New Hampshire,29
2020-04-01,New Jersey,244
2020-04-01,New Mexico,77
2020-04-01,Nevada,447
2020-04-01,New York,834
2020-04-01,Ohio,288
2020-04-01,Oklahoma,109
2020-04-01,Oregon,196
2020-04-01,Pennsylvania,590
2020-04-01,Puerto Rico,74
2020-04-01,Rhode Island,45
2020-04-01,South Carolina,162
2020-04-01,South Dakota,37
2020-04-01,Tennessee,345
2020-04-01,Pacific Trust Territories and Possessions,1
2020-04-01,Texas,1901
2020-04-01,Utah,288
2020-04-01,Virginia,702
2020-04-01,Virgin Islands,12
2020-04-01,Vermont,20
2020-04-01,Washington,384
2020-04-01,Wisconsin,168
2020-04-01,West Virginia,20
2020-04-01,Wyoming,16
2020-04-02,Alaska,55
2020-04-02,Alabama,99
2020-04-02,Arkansas,82
2020-04-02,Arizona,594
2020-04-02,California,1796
2020-04-02,Colorado,677
2020-04-02,Connecticut,67
2020-04-02,Florida,1592
2020-04-02,Georgia,719
2020-04-02,Hawaii,168
2020-04-02,Iowa,72
2020-04-02,Idaho,57
2020-04-02,Illinois,1143
2020-04-02,Indiana,167
2020-04-02,Kansas,42
2020-04-02,Kentucky,190
2020-04-02,Louisiana,192
2020-04-02,Massachusetts,312
2020-04-02,Maryland,271
2020-04-02,Maine,43
2020-04-02,Michigan,432
2020-04-02,Minnesota,294
2020-04-02,Missouri,348
2020-04-02,Mississippi,35
2020-04-02,Montana,53
2020-04-02,North Carolina,927
2020-04-02,North Dakota,48
2020-04-02,Nebraska,71
2020-04-02,New Hampshire,26
2020-04-02,New Jersey,241
2020-04-02,New Mexico,77
2020-04-02,Nevada,479
2020-04-02,New York,750
2020-04-02,Ohio,274
2020-04-02,Oklahoma,104
2020-04-02,Oregon,196
2020-04-02,Pennsylvania,588
2020-04-02,Puerto Rico,67
2020-04-02,Rhode Island,43
2020-04-02,South Carolina,167
2020-04-02,South Dakota,36
2020-04-02,Tennessee,343
2020-04-02,Pacific Trust Territories and Possessions,4
2020-04-02,Texas,1941
2020-04-02,Utah,254
2020-04-02,Virginia,672
2020-04-02,Virgin Islands,10
2020-04-02,Vermont,20
2020-04-02,Washington,384
2020-04-02,Wisconsin,158
2020-04-02,West Virginia,20
2020-04-02,Wyoming,15
2020-04-03,Alaska,55
2020-04-03,Alabama,100
2020-04-03,Arkansas,77
2020-04-03,Arizona,589
2020-04-03,California,1791
2020-04-03,Colorado,634
2020-04-03,Connecticut,69
2020-04-03,Florida,1546
2020-04-03,Georgia,711
2020-04-03,Hawaii,174
2020-04-03,Iowa,71
2020-04-03,Idaho,57
2020-04-03,Illinois,1136
2020-04-03,Indiana,165
2020-04-03,Kansas,41
2020-04-03,Kentucky,185
2020-04-03,Louisiana,195
2020-04-03,Massachusetts,313
2020-04-03,Maryland,270
2020-04-03,Maine,43
2020-04-03,Michigan,440
2020-04-03,Minnesota,299
2020-04-03,Missouri,347
2020-04-03,Mississippi,35
2020-04-03,Montana,51
2020-04-03,North Carolina,928
2020-04-03,North Dakota,43
2020-04-03,Nebraska,72
2020-04-03,New Hampshire,28
2020-04-03,New Jersey,237
2020-04-03,New Mexico,78
2020-04-03,Nevada,482
2020-04-03,New York,746
2020-04-03,Ohio,272
2020-04-03,Oklahoma,105
2020-04-03,Oregon,196
2020-04-03,Pennsylvania,587
2020-04-03,Puerto Rico,62
2020-04-03,Rhode Island,41
2020-04-03,South Carolina,165
2020-04-03,South Dakota,34
2020-04-03,Tennessee,341
2020-04-03,Pacific Trust Territories and Possessions,1
2020-04-03,Texas,1942
2020-04-03,Utah,252
2020-04-03,Virginia,668
2020-04-03,Virgin Islands,7
2020-04-03,Vermont,20
2020-04-03,Washington,384
2020-04-03,Wisconsin,153
2020-04-03,West Virginia,20
2020-04-03,Wyoming,15
2020-04-04,Alaska,41
2020-04-04,Alabama,79
2020-04-04,Arkansas,52
2020-04-04,Arizona,563
2020-04-04,California,1403
2020-04-04,Colorado,554
2020-04-04,Connecticut,63
2020-04-04,Florida,1508
2020-04-04,Georgia,569
2020-04-04,Hawaii,202
2020-04-04,Iowa,60
2020-04-04,Idaho,48
2020-04-04,Illinois,946
2020-04-04,Indiana,160
2020-04-04,Kansas,31
2020-04-04,Kentucky,148
2020-04-04,Louisiana,153
2020-04-04,Massachusetts,189
2020-04-04,Maryland,210
2020-04-04,Maine,41
2020-04-04,Michigan,379
2020-04-04,Minnesota,259
2020-04-04,Missouri,278
2020-04-04,Mississippi,26
2020-04-04,Montana,47
2020-04-04,North Carolina,808
2020-04-04,North Dakota,39
2020-04-04,Nebraska,59
2020-04-04,New Hampshire,28
2020-04-04,New Jersey,204
2020-04-04,New Mexico,64
2020-04-04,Nevada,368
2020-04-04,New York,526
2020-04-04,Ohio,225
2020-04-04,Oklahoma,78
2020-04-04,Oregon,158
2020-04-04,Pennsylvania,485
2020-04-04,Puerto Rico,40
2020-04-04,Rhode Island,34
2020-04-04,South Carolina,145
2020-04-04,South Dakota,30
2020-04-04,Tennessee,272
2020-04-04,Pacific Trust Territories and Possessions,1
2020-04-04,Texas,1603
2020-04-04,Utah,217
2020-04-04,Virginia,525
2020-04-04,Virgin Islands,8
2020-04-04,Vermont,16
2020-04-04,Washington,321
2020-04-04,Wisconsin,140
2020-04-04,West Virginia,18
2020-04-04,Wyoming,14
2020-04-05,Alaska,39
2020-04-05,Alabama,97
2020-04-05,Arkansas,74
2020-04-05,Arizona,597
2020-04-05,California,1620
2020-04-05,Colorado,622
2020-04-05,Connecticut,65
2020-04-05,Florida,1482
2020-04-05,Georgia,674
2020-04-05,Hawaii,193
2020-04-05,Iowa,67
2020-04-05,Idaho,56
2020-04-05,Illinois,1016
2020-04-05,Indiana,169
2020-04-05,Kansas,39
2020-04-05,Kentucky,174
2020-04-05,Louisiana,192
2020-04-05,Massachusetts,225
2020-04-05,Maryland,240
2020-04-05,Maine,43
2020-04-05,Michigan,411
2020-04-05,Minnesota,278
2020-04-05,Missouri,335
2020-04-05,Mississippi,33
2020-04-05,Montana,52
2020-04-05,North Carolina,884
2020-04-05,North Dakota,44
2020-04-05,Nebraska,70
2020-04-05,New Hampshire,23
2020-04-05,New Jersey,211
2020-04-05,New Mexico,73
2020-04-05,Nevada,447
2020-04-05,New York,627
2020-04-05,Ohio,246
2020-04-05,Oklahoma,94
2020-04-05,Oregon,184
2020-04-05,Pennsylvania,553
2020-04-05,Puerto Rico,43
2020-04-05,Rhode Island,39
2020-04-05,South Carolina,156
2020-04-05,South Dakota,34
2020-04-05,Tennessee,346
2020-04-05,Pacific Trust Territories and Possessions,3
2020-04-05,Texas,1844
2020-04-05,Utah,246
2020-04-05,Virginia,623
2020-04-05,Virgin Islands,9
2020-04-05,Vermont,19
2020-04-05,Washington,356
2020-04-05,Wisconsin,146
2020-04-05,West Virginia,20
2020-04-05,Wyoming,15
2020-04-06,Alaska,42
2020-04-06,Alabama,89
2020-04-06,Arkansas,78
2020-04-06,Arizona,548
2020-04-06,California,1681
2020-04-06,Colorado,636
2020-04-06,Connecticut,63
2020-04-06,Florida,1371
2020-04-06,Georgia,667
2020-04-06,Hawaii,177
2020-04-06,Iowa,70
2020-04-06,Idaho,57
2020-04-06,Illinois,1117
2020-04-06,Indiana,161
2020-04-06,Kansas,41
2020-04-06,Kentucky,178
2020-04-06,Louisiana,188
2020-04-06,Massachusetts,246
2020-04-06,Maryland,266
2020-04-06,Maine,40
2020-04-06,Michigan,420
2020-04-06,Minnesota,286
2020-04-06,Missouri,346
2020-04-06,Mississippi,33
2020-04-06,Montana,52
2020-04-06,North Carolina,888
2020-04-06,North Dakota,45
2020-04-06,Nebraska,70
2020-04-06,New Hampshire,26
2020-04-06,New Jersey,216
2020-04-06,New Mexico,76
2020-04-06,Nevada,434
2020-04-06,New York,659
2020-04-06,Ohio,250
2020-04-06,Oklahoma,105
2020-04-06,Oregon,178
2020-04-06,Pennsylvania,548
2020-04-06,Puerto Rico,38
2020-04-06,Rhode Island,41
2020-04-06,South Carolina,152
2020-04-06,South Dakota,34
2020-04-06,Tennessee,332
2020-04-06,Pacific Trust Territories and Possessions,1
2020-04-06,Texas,1888
2020-04-06,Utah,242
2020-04-06,Virginia,599
2020-04-06,Virgin Islands,6
2020-04-06,Vermont,19
2020-04-06,Washington,329
2020-04-06,Wisconsin,151
