Date,Name,number_of_flights
2020-07-20,Washington,415
2020-07-20,Wisconsin,109
2020-07-20,West Virginia,17
2020-07-20,Wyoming,28
2020-07-21,Alaska,80
2020-07-21,Alabama,57
2020-07-21,Arkansas,42
2020-07-21,Arizona,322
2020-07-21,California,1106
2020-07-21,Colorado,498
2020-07-21,Connecticut,38
2020-07-21,Florida,887
2020-07-21,Georgia,630
2020-07-21,Hawaii,154
2020-07-21,Iowa,41
2020-07-21,Idaho,57
2020-07-21,Illinois,724
2020-07-21,Indiana,104
2020-07-21,Kansas,23
2020-07-21,Kentucky,113
2020-07-21,Louisiana,109
2020-07-21,Massachusetts,161
2020-07-21,Maryland,208
2020-07-21,Maine,27
2020-07-21,Michigan,334
2020-07-21,Minnesota,245
2020-07-21,Missouri,243
2020-07-21,Mississippi,23
2020-07-21,Montana,74
2020-07-21,North Carolina,481
2020-07-21,North Dakota,27
2020-07-21,Nebraska,48
2020-07-21,New Hampshire,13
2020-07-21,New Jersey,165
2020-07-21,New Mexico,39
2020-07-21,Nevada,280
2020-07-21,New York,342
2020-07-21,Ohio,160
2020-07-21,Oklahoma,69
2020-07-21,Oregon,158
2020-07-21,Pennsylvania,322
2020-07-21,Puerto Rico,61
2020-07-21,Rhode Island,20
2020-07-21,South Carolina,112
2020-07-21,South Dakota,25
2020-07-21,Tennessee,227
2020-07-21,Pacific Trust Territories and Possessions,1
2020-07-21,Texas,1269
2020-07-21,Utah,254
2020-07-21,Virginia,372
2020-07-21,Virgin Islands,10
2020-07-21,Vermont,12
2020-07-21,Washington,395
2020-07-21,Wisconsin,94
2020-07-21,West Virginia,12
2020-07-21,Wyoming,25
2020-07-22,Alaska,86
2020-07-22,Alabama,57
2020-07-22,Arkansas,43
2020-07-22,Arizona,333
2020-07-22,California,1127
2020-07-22,Colorado,517
2020-07-22,Connecticut,37
2020-07-22,Florida,929
2020-07-22,Georgia,634
2020-07-22,Hawaii,153
2020-07-22,Iowa,44
2020-07-22,Idaho,58
2020-07-22,Illinois,745
2020-07-22,Indiana,108
2020-07-22,Kansas,31
2020-07-22,Kentucky,112
2020-07-22,Louisiana,112
2020-07-22,Massachusetts,162
2020-07-22,Maryland,210
2020-07-22,Maine,28
2020-07-22,Michigan,340
2020-07-22,Minnesota,250
2020-07-22,Missouri,246
2020-07-22,Mississippi,25
2020-07-22,Montana,77
2020-07-22,North Carolina,488
2020-07-22,North Dakota,31
2020-07-22,Nebraska,55
2020-07-22,New Hampshire,13
2020-07-22,New Jersey,169
2020-07-22,New Mexico,41
2020-07-22,Nevada,287
2020-07-22,New York,349
2020-07-22,Ohio,159
2020-07-22,Oklahoma,68
2020-07-22,Oregon,159
2020-07-22,Pennsylvania,331
2020-07-22,Puerto Rico,60
2020-07-22,Rhode Island,19
2020-07-22,South Carolina,117
2020-07-22,South Dakota,30
2020-07-22,Tennessee,232
2020-07-22,Pacific Trust Territories and Possessions,1
2020-07-22,Texas,1277
2020-07-22,Utah,258
2020-07-22,Virginia,381
2020-07-22,Virgin Islands,10
2020-07-22,Vermont,12
2020-07-22,Washington,393
2020-07-22,Wisconsin,94
2020-07-22,West Virginia,16
2020-07-22,Wyoming,27
2020-07-23,Alaska,83
2020-07-23,Alabama,64
2020-07-23,Arkansas,54
2020-07-23,Arizona,351
2020-07-23,California,1189
2020-07-23,Colorado,590
2020-07-23,Connecticut,45
2020-07-23,Florida,1080
2020-07-23,Georgia,661
2020-07-23,Hawaii,160
2020-07-23,Iowa,60
2020-07-23,Idaho,63
2020-07-23,Illinois,868
2020-07-23,Indiana,126
2020-07-23,Kansas,34
2020-07-23,Kentucky,137
2020-07-23,Louisiana,129
2020-07-23,Massachusetts,199
2020-07-23,Maryland,231
2020-07-23,Maine,33
2020-07-23,Michigan,369
2020-07-23,Minnesota,253
2020-07-23,Missouri,266
2020-07-23,Mississippi,27
2020-07-23,Montana,85
2020-07-23,North Carolina,673
2020-07-23,North Dakota,36
2020-07-23,Nebraska,57
2020-07-23,New Hampshire,18
2020-07-23,New Jersey,180
2020-07-23,New Mexico,45
2020-07-23,Nevada,355
2020-07-23,New York,404
2020-07-23,Ohio,192
2020-07-23,Oklahoma,80
2020-07-23,Oregon,172
2020-07-23,Pennsylvania,423
2020-07-23,Puerto Rico,64
2020-07-23,Rhode Island,25
2020-07-23,South Carolina,142
2020-07-23,South Dakota,36
2020-07-23,Tennessee,276
2020-07-23,Pacific Trust Territories and Possessions,3
2020-07-23,Texas,1483
2020-07-23,Utah,264
2020-07-23,Virginia,420
2020-07-23,Virgin Islands,11
2020-07-23,Vermont,17
2020-07-23,Washington,411
2020-07-23,Wisconsin,108
2020-07-23,West Virginia,18
2020-07-23,Wyoming,29
2020-07-24,Alaska,83
2020-07-24,Alabama,65
2020-07-24,Arkansas,53
2020-07-24,Arizona,352
2020-07-24,California,1206
2020-07-24,Colorado,595
2020-07-24,Connecticut,46
2020-07-24,Florida,1076
2020-07-24,Georgia,665
2020-07-24,Hawaii,161
2020-07-24,Iowa,58
2020-07-24,Idaho,62
2020-07-24,Illinois,849
2020-07-24,Indiana,124
2020-07-24,Kansas,32
2020-07-24,Kentucky,149
2020-07-24,Louisiana,134
2020-07-24,Massachusetts,202
2020-07-24,Maryland,230
2020-07-24,Maine,33
2020-07-24,Michigan,371
2020-07-24,Minnesota,262
2020-07-24,Missouri,269
2020-07-24,Mississippi,28
2020-07-24,Montana,85
2020-07-24,North Carolina,674
2020-07-24,North Dakota,37
2020-07-24,Nebraska,56
2020-07-24,New Hampshire,17
2020-07-24,New Jersey,179
2020-07-24,New Mexico,48
2020-07-24,Nevada,355
2020-07-24,New York,403
2020-07-24,Ohio,196
2020-07-24,Oklahoma,79
2020-07-24,Oregon,169
2020-07-24,Pennsylvania,419
2020-07-24,Puerto Rico,66
2020-07-24,Rhode Island,24
2020-07-24,South Carolina,149
2020-07-24,South Dakota,34
2020-07-24,Tennessee,271
2020-07-24,Pacific Trust Territories and Possessions,1
2020-07-24,Texas,1484
2020-07-24,Utah,266
2020-07-24,Virginia,425
2020-07-24,Virgin Islands,13
2020-07-24,Vermont,17
2020-07-24,Washington,416
2020-07-24,Wisconsin,109
2020-07-24,West Virginia,18
2020-07-24,Wyoming,29
2020-07-25,Alaska,79
2020-07-25,Alabama,61
2020-07-25,Arkansas,46
2020-07-25,Arizona,334
2020-07-25,California,1136
2020-07-25,Colorado,544
2020-07-25,Connecticut,41
2020-07-25,Florida,1072
2020-07-25,Georgia,661
2020-07-25,Hawaii,145
2020-07-25,Iowa,54
2020-07-25,Idaho,60
2020-07-25,Illinois,763
2020-07-25,Indiana,114
2020-07-25,Kansas,30
2020-07-25,Kentucky,134
2020-07-25,Louisiana,112
2020-07-25,Massachusetts,188
2020-07-25,Maryland,209
2020-07-25,Maine,33
2020-07-25,Michigan,354
2020-07-25,Minnesota,252
2020-07-25,Missouri,247
2020-07-25,Mississippi,24
2020-07-25,Montana,82
2020-07-25,North Carolina,653
2020-07-25,North Dakota,30
2020-07-25,Nebraska,55
2020-07-25,New Hampshire,15
2020-07-25,New Jersey,165
2020-07-25,New Mexico,44
2020-07-25,Nevada,295
2020-07-25,New York,364
2020-07-25,Ohio,178
2020-07-25,Oklahoma,78
2020-07-25,Oregon,159
2020-07-25,Pennsylvania,357
2020-07-25,Puerto Rico,66
2020-07-25,Rhode Island,20
2020-07-25,South Carolina,153
2020-07-25,South Dakota,32
2020-07-25,Tennessee,245
2020-07-25,Pacific Trust Territories and Possessions,3
2020-07-25,Texas,1374
2020-07-25,Utah,251
2020-07-25,Virginia,380
2020-07-25,Virgin Islands,15
2020-07-25,Vermont,14
2020-07-25,Washington,400
2020-07-25,Wisconsin,105
2020-07-25,West Virginia,17
2020-07-25,Wyoming,30
2020-07-26,Alaska,77
2020-07-26,Alabama,64
2020-07-26,Arkansas,55
2020-07-26,Arizona,348
2020-07-26,California,1177
2020-07-26,Colorado,593
2020-07-26,Connecticut,45
2020-07-26,Florida,1082
2020-07-26,Georgia,654
2020-07-26,Hawaii,162
2020-07-26,Iowa,59
2020-07-26,Idaho,65
2020-07-26,Illinois,851
2020-07-26,Indiana,121
2020-07-26,Kansas,33
2020-07-26,Kentucky,137
2020-07-26,Louisiana,125
2020-07-26,Massachusetts,206
2020-07-26,Maryland,219
2020-07-26,Maine,33
2020-07-26,Michigan,371
2020-07-26,Minnesota,258
2020-07-26,Missouri,264
2020-07-26,Mississippi,26
2020-07-26,Montana,88
2020-07-26,North Carolina,671
2020-07-26,North Dakota,37
2020-07-26,Nebraska,55
2020-07-26,New Hampshire,18
2020-07-26,New Jersey,179
2020-07-26,New Mexico,43
2020-07-26,Nevada,357
2020-07-26,New York,403
2020-07-26,Ohio,194
2020-07-26,Oklahoma,79
2020-07-26,Oregon,173
2020-07-26,Pennsylvania,423
2020-07-26,Puerto Rico,66
2020-07-26,Rhode Island,25
2020-07-26,South Carolina,145
2020-07-26,South Dakota,35
2020-07-26,Tennessee,273
2020-07-26,Pacific Trust Territories and Possessions,1
2020-07-26,Texas,1444
2020-07-26,Utah,261
2020-07-26,Virginia,422
2020-07-26,Virgin Islands,14
2020-07-26,Vermont,16
2020-07-26,Washington,418
2020-07-26,Wisconsin,112
2020-07-26,West Virginia,17
2020-07-26,Wyoming,31
2020-07-27,Alaska,84
2020-07-27,Alabama,67
2020-07-27,Arkansas,53
2020-07-27,Arizona,348
2020-07-27,California,1195
2020-07-27,Colorado,599
2020-07-27,Connecticut,45
2020-07-27,Florida,1062
2020-07-27,Georgia,656
2020-07-27,Hawaii,158
2020-07-27,Iowa,60
2020-07-27,Idaho,61
2020-07-27,Illinois,843
2020-07-27,Indiana,126
2020-07-27,Kansas,33
2020-07-27,Kentucky,149
2020-07-27,Louisiana,130
2020-07-27,Massachusetts,197
2020-07-27,Maryland,224
2020-07-27,Maine,33
2020-07-27,Michigan,368
2020-07-27,Minnesota,262
2020-07-27,Missouri,268
2020-07-27,Mississippi,28
2020-07-27,Montana,86
2020-07-27,North Carolina,671
2020-07-27,North Dakota,37
2020-07-27,Nebraska,58
2020-07-27,New Hampshire,17
2020-07-27,New Jersey,179
2020-07-27,New Mexico,46
2020-07-27,Nevada,351
2020-07-27,New York,396
2020-07-27,Ohio,196
2020-07-27,Oklahoma,79
2020-07-27,Oregon,170
2020-07-27,Pennsylvania,415
2020-07-27,Puerto Rico,66
2020-07-27,Rhode Island,25
2020-07-27,South Carolina,147
2020-07-27,South Dakota,35
2020-07-27,Tennessee,272
2020-07-27,Pacific Trust Territories and Possessions,3
2020-07-27,Texas,1475
2020-07-27,Utah,262
2020-07-27,Virginia,419
2020-07-27,Virgin Islands,12
2020-07-27,Vermont,18
2020-07-27,Washington,421
2020-07-27,Wisconsin,112
2020-07-27,West Virginia,17
2020-07-27,Wyoming,28
2020-07-28,Alaska,80
2020-07-28,Alabama,59
2020-07-28,Arkansas,43
2020-07-28,Arizona,319
2020-07-28,California,1093
2020-07-28,Colorado,492
2020-07-28,Connecticut,37
2020-07-28,Florida,865
2020-07-28,Georgia,612
2020-07-28,Hawaii,154
2020-07-28,Iowa,41
2020-07-28,Idaho,57
2020-07-28,Illinois,718
2020-07-28,Indiana,103
2020-07-28,Kansas,23
2020-07-28,Kentucky,114
2020-07-28,Louisiana,108
2020-07-28,Massachusetts,163
2020-07-28,Maryland,204
2020-07-28,Maine,27
2020-07-28,Michigan,335
2020-07-28,Minnesota,249
2020-07-28,Missouri,242
2020-07-28,Mississippi,24
2020-07-28,Montana,74
2020-07-28,North Carolina,482
2020-07-28,North Dakota,29
2020-07-28,Nebraska,47
2020-07-28,New Hampshire,13
2020-07-28,New Jersey,164
2020-07-28,New Mexico,38
2020-07-28,Nevada,275
2020-07-28,New York,331
2020-07-28,Ohio,162
2020-07-28,Oklahoma,70
2020-07-28,Oregon,159
2020-07-28,Pennsylvania,318
2020-07-28,Puerto Rico,61
2020-07-28,Rhode Island,21
2020-07-28,South Carolina,107
2020-07-28,South Dakota,26
2020-07-28,Tennessee,226
2020-07-28,Pacific Trust Territories and Possessions,1
2020-07-28,Texas,1256
2020-07-28,Utah,249
2020-07-28,Virginia,371
2020-07-28,Virgin Islands,10
2020-07-28,Vermont,12
2020-07-28,Washington,402
2020-07-28,Wisconsin,96
2020-07-28,West Virginia,12
2020-07-28,Wyoming,25
2020-07-29,Alaska,86
2020-07-29,Alabama,59
2020-07-29,Arkansas,43
2020-07-29,Arizona,330
2020-07-29,California,1115
2020-07-29,Colorado,511
2020-07-29,Connecticut,37
2020-07-29,Florida,915
2020-07-29,Georgia,630
2020-07-29,Hawaii,153
2020-07-29,Iowa,44
2020-07-29,Idaho,58
2020-07-29,Illinois,739
2020-07-29,Indiana,104
2020-07-29,Kansas,31
2020-07-29,Kentucky,116
2020-07-29,Louisiana,111
2020-07-29,Massachusetts,165
2020-07-29,Maryland,206
2020-07-29,Maine,28
2020-07-29,Michigan,346
2020-07-29,Minnesota,254
2020-07-29,Missouri,245
2020-07-29,Mississippi,26
2020-07-29,Montana,77
2020-07-29,North Carolina,489
2020-07-29,North Dakota,33
2020-07-29,Nebraska,54
2020-07-29,New Hampshire,13
2020-07-29,New Jersey,169
2020-07-29,New Mexico,40
2020-07-29,Nevada,282
2020-07-29,New York,346
2020-07-29,Ohio,161
2020-07-29,Oklahoma,69
2020-07-29,Oregon,160
2020-07-29,Pennsylvania,328
2020-07-29,Puerto Rico,59
2020-07-29,Rhode Island,20
2020-07-29,South Carolina,116
2020-07-29,South Dakota,31
2020-07-29,Tennessee,232
2020-07-29,Pacific Trust Territories and Possessions,1
2020-07-29,Texas,1266
2020-07-29,Utah,255
2020-07-29,Virginia,381
2020-07-29,Virgin Islands,10
2020-07-29,Vermont,12
2020-07-29,Washington,404
2020-07-29,Wisconsin,97
2020-07-29,West Virginia,15
2020-07-29,Wyoming,27
2020-07-30,Alaska,83
2020-07-30,Alabama,64
2020-07-30,Arkansas,51
2020-07-30,Arizona,340
2020-07-30,California,1164
2020-07-30,Colorado,590
2020-07-30,Connecticut,45
2020-07-30,Florida,1019
2020-07-30,Georgia,670
2020-07-30,Hawaii,157
2020-07-30,Iowa,57
2020-07-30,Idaho,63
2020-07-30,Illinois,808
2020-07-30,Indiana,123
2020-07-30,Kansas,33
2020-07-30,Kentucky,136
2020-07-30,Louisiana,127
2020-07-30,Massachusetts,199
2020-07-30,Maryland,223
2020-07-30,Maine,32
2020-07-30,Michigan,371
2020-07-30,Minnesota,262
2020-07-30,Missouri,262
2020-07-30,Mississippi,28
2020-07-30,Montana,85
2020-07-30,North Carolina,656
2020-07-30,North Dakota,38
2020-07-30,Nebraska,57
2020-07-30,New Hampshire,18
2020-07-30,New Jersey,181
2020-07-30,New Mexico,42
2020-07-30,Nevada,354
2020-07-30,New York,374
2020-07-30,Ohio,190
2020-07-30,Oklahoma,81
2020-07-30,Oregon,173
2020-07-30,Pennsylvania,397
2020-07-30,Puerto Rico,63
2020-07-30,Rhode Island,26
2020-07-30,South Carolina,140
2020-07-30,South Dakota,37
2020-07-30,Tennessee,271
2020-07-30,Pacific Trust Territories and Possessions,3
2020-07-30,Texas,1441
2020-07-30,Utah,263
2020-07-30,Virginia,392
2020-07-30,Virgin Islands,11
2020-07-30,Vermont,17
2020-07-30,Washington,417
2020-07-30,Wisconsin,110
2020-07-30,West Virginia,14
2020-07-30,Wyoming,29
2020-07-31,Alaska,83
2020-07-31,Alabama,62
2020-07-31,Arkansas,48
2020-07-31,Arizona,339
2020-07-31,California,1173
2020-07-31,Colorado,600
2020-07-31,Connecticut,44
2020-07-31,Florida,1006
2020-07-31,Georgia,666
2020-07-31,Hawaii,157
2020-07-31,Iowa,54
2020-07-31,Idaho,63
2020-07-31,Illinois,787
2020-07-31,Indiana,121
2020-07-31,Kansas,30
2020-07-31,Kentucky,143
2020-07-31,Louisiana,130
2020-07-31,Massachusetts,200
2020-07-31,Maryland,223
2020-07-31,Maine,32
2020-07-31,Michigan,373
2020-07-31,Minnesota,265
2020-07-31,Missouri,261
2020-07-31,Mississippi,28
2020-07-31,Montana,85
2020-07-31,North Carolina,653
2020-07-31,North Dakota,37
2020-07-31,Nebraska,56
2020-07-31,New Hampshire,17
2020-07-31,New Jersey,181
2020-07-31,New Mexico,45
2020-07-31,Nevada,354
2020-07-31,New York,364
2020-07-31,Ohio,191
2020-07-31,Oklahoma,77
2020-07-31,Oregon,169
2020-07-31,Pennsylvania,390
2020-07-31,Puerto Rico,66
2020-07-31,Rhode Island,24
2020-07-31,South Carolina,146
2020-07-31,South Dakota,34
2020-07-31,Tennessee,262
2020-07-31,Pacific Trust Territories and Possessions,1
2020-07-31,Texas,1440
2020-07-31,Utah,271
2020-07-31,Virginia,393
2020-07-31,Virgin Islands,13
2020-07-31,Vermont,15
2020-07-31,Washington,416
2020-07-31,Wisconsin,110
2020-07-31,West Virginia,15
2020-07-31,Wyoming,29
2020-08-01,Alaska,86
2020-08-01,Alabama,63
2020-08-01,Arkansas,43
2020-08-01,Arizona,324
2020-08-01,California,1157
2020-08-01,Colorado,551
2020-08-01,Connecticut,42
2020-08-01,Florida,1020
2020-08-01,Georgia,771
2020-08-01,Hawaii,140
2020-08-01,Iowa,55
2020-08-01,Idaho,67
2020-08-01,Illinois,729
2020-08-01,Indiana,117
2020-08-01,Kansas,31
2020-08-01,Kentucky,140
2020-08-01,Louisiana,121
2020-08-01,Massachusetts,188
2020-08-01,Maryland,207
2020-08-01,Maine,33
2020-08-01,Michigan,400
2020-08-01,Minnesota,299
2020-08-01,Missouri,248
2020-08-01,Mississippi,25
2020-08-01,Montana,87
2020-08-01,North Carolina,648
2020-08-01,North Dakota,31
2020-08-01,Nebraska,57
2020-08-01,New Hampshire,15
2020-08-01,New Jersey,169
2020-08-01,New Mexico,43
2020-08-01,Nevada,296
2020-08-01,New York,366
2020-08-01,Ohio,186
2020-08-01,Oklahoma,77
2020-08-01,Oregon,182
2020-08-01,Pennsylvania,336
2020-08-01,Puerto Rico,66
2020-08-01,Rhode Island,20
2020-08-01,South Carolina,158
2020-08-01,South Dakota,34
2020-08-01,Tennessee,246
2020-08-01,Pacific Trust Territories and Possessions,3
2020-08-01,Texas,1344
2020-08-01,Utah,282
2020-08-01,Virginia,368
2020-08-01,Virgin Islands,16
2020-08-01,Vermont,11
2020-08-01,Washington,479
2020-08-01,Wisconsin,106
2020-08-01,West Virginia,15
2020-08-01,Wyoming,30
2020-08-02,Alaska,88
2020-08-02,Alabama,67
2020-08-02,Arkansas,52
2020-08-02,Arizona,341
2020-08-02,California,1214
2020-08-02,Colorado,600
2020-08-02,Connecticut,47
2020-08-02,Florida,1046
2020-08-02,Georgia,780
2020-08-02,Hawaii,162
2020-08-02,Iowa,63
2020-08-02,Idaho,75
2020-08-02,Illinois,803
2020-08-02,Indiana,128
2020-08-02,Kansas,33
2020-08-02,Kentucky,145
2020-08-02,Louisiana,133
2020-08-02,Massachusetts,218
2020-08-02,Maryland,224
2020-08-02,Maine,32
2020-08-02,Michigan,423
2020-08-02,Minnesota,307
2020-08-02,Missouri,266
2020-08-02,Mississippi,27
2020-08-02,Montana,94
2020-08-02,North Carolina,673
2020-08-02,North Dakota,40
2020-08-02,Nebraska,59
2020-08-02,New Hampshire,18
2020-08-02,New Jersey,188
2020-08-02,New Mexico,44
2020-08-02,Nevada,369
2020-08-02,New York,402
2020-08-02,Ohio,205
2020-08-02,Oklahoma,79
2020-08-02,Oregon,199
2020-08-02,Pennsylvania,399
2020-08-02,Puerto Rico,67
2020-08-02,Rhode Island,24
2020-08-02,South Carolina,155
2020-08-02,South Dakota,38
2020-08-02,Tennessee,281
2020-08-02,Pacific Trust Territories and Possessions,1
2020-08-02,Texas,1420
2020-08-02,Utah,297
2020-08-02,Virginia,411
2020-08-02,Virgin Islands,15
2020-08-02,Vermont,14
2020-08-02,Washington,490
2020-08-02,Wisconsin,119
2020-08-02,West Virginia,15
2020-08-02,Wyoming,32
2020-08-03,Alaska,92
2020-08-03,Alabama,72
2020-08-03,Arkansas,52
2020-08-03,Arizona,342
2020-08-03,California,1249
2020-08-03,Colorado,659
2020-08-03,Connecticut,45
2020-08-03,Florida,1022
2020-08-03,Georgia,788
2020-08-03,Hawaii,159
2020-08-03,Iowa,62
2020-08-03,Idaho,72
2020-08-03,Illinois,852
2020-08-03,Indiana,134
2020-08-03,Kansas,34
2020-08-03,Kentucky,158
2020-08-03,Louisiana,138
2020-08-03,Massachusetts,196
2020-08-03,Maryland,227
2020-08-03,Maine,33
2020-08-03,Michigan,422
2020-08-03,Minnesota,307
2020-08-03,Missouri,273
2020-08-03,Mississippi,29
2020-08-03,Montana,94
2020-08-03,North Carolina,674
2020-08-03,North Dakota,42
2020-08-03,Nebraska,57
2020-08-03,New Hampshire,17
2020-08-03,New Jersey,199
2020-08-03,New Mexico,49
2020-08-03,Nevada,360
2020-08-03,New York,395
2020-08-03,Ohio,211
2020-08-03,Oklahoma,82
2020-08-03,Oregon,198
2020-08-03,Pennsylvania,399
2020-08-03,Puerto Rico,62
2020-08-03,Rhode Island,24
2020-08-03,South Carolina,155
2020-08-03,South Dakota,38
2020-08-03,Tennessee,279
2020-08-03,Pacific Trust Territories and Possessions,3
2020-08-03,Texas,1484
2020-08-03,Utah,295
2020-08-03,Virginia,422
2020-08-03,Virgin Islands,14
2020-08-03,Vermont,15
2020-08-03,Washington,495
2020-08-03,Wisconsin,123
2020-08-03,West Virginia,16
2020-08-03,Wyoming,31
2020-08-04,Alaska,90
2020-08-04,Alabama,59
2020-08-04,Arkansas,44
2020-08-04,Arizona,310
2020-08-04,California,1159
2020-08-04,Colorado,572
2020-08-04,Connecticut,41
2020-08-04,Florida,802
2020-08-04,Georgia,677
2020-08-04,Hawaii,157
2020-08-04,Iowa,48
2020-08-04,Idaho,68
2020-08-04,Illinois,758
2020-08-04,Indiana,108
2020-08-04,Kansas,26
2020-08-04,Kentucky,118
2020-08-04,Louisiana,115
2020-08-04,Massachusetts,154
2020-08-04,Maryland,205
2020-08-04,Maine,29
2020-08-04,Michigan,381
2020-08-04,Minnesota,290
2020-08-04,Missouri,250
2020-08-04,Mississippi,22
2020-08-04,Montana,85
2020-08-04,North Carolina,492
2020-08-04,North Dakota,33
2020-08-04,Nebraska,50
2020-08-04,New Hampshire,13
2020-08-04,New Jersey,168
2020-08-04,New Mexico,41
2020-08-04,Nevada,284
2020-08-04,New York,330
2020-08-04,Ohio,166
2020-08-04,Oklahoma,71
2020-08-04,Oregon,185
2020-08-04,Pennsylvania,305
2020-08-04,Puerto Rico,55
2020-08-04,Rhode Island,21
2020-08-04,South Carolina,112
2020-08-04,South Dakota,28
2020-08-04,Tennessee,232
2020-08-04,Pacific Trust Territories and Possessions,1
2020-08-04,Texas,1280
2020-08-04,Utah,274
2020-08-04,Virginia,367
2020-08-04,Virgin Islands,12
2020-08-04,Vermont,11
2020-08-04,Washington,471
2020-08-04,Wisconsin,113
2020-08-04,West Virginia,10
2020-08-04,Wyoming,27
2020-08-05,Alaska,94
2020-08-05,Alabama,61
2020-08-05,Arkansas,46
2020-08-05,Arizona,320
2020-08-05,California,1156
2020-08-05,Colorado,579
2020-08-05,Connecticut,36
2020-08-05,Florida,813
2020-08-05,Georgia,684
2020-08-05,Hawaii,156
2020-08-05,Iowa,52
2020-08-05,Idaho,70
2020-08-05,Illinois,775
2020-08-05,Indiana,109
2020-08-05,Kansas,34
2020-08-05,Kentucky,119
2020-08-05,Louisiana,113
2020-08-05,Massachusetts,158
2020-08-05,Maryland,191
2020-08-05,Maine,30
2020-08-05,Michigan,373
2020-08-05,Minnesota,296
2020-08-05,Missouri,251
2020-08-05,Mississippi,25
2020-08-05,Montana,87
2020-08-05,North Carolina,494
2020-08-05,North Dakota,36
2020-08-05,Nebraska,56
2020-08-05,New Hampshire,13
2020-08-05,New Jersey,155
2020-08-05,New Mexico,41
2020-08-05,Nevada,286
2020-08-05,New York,339
2020-08-05,Ohio,162
2020-08-05,Oklahoma,71
2020-08-05,Oregon,186
2020-08-05,Pennsylvania,311
2020-08-05,Puerto Rico,54
2020-08-05,Rhode Island,20
2020-08-05,South Carolina,109
2020-08-05,South Dakota,32
2020-08-05,Tennessee,234
2020-08-05,Pacific Trust Territories and Possessions,1
2020-08-05,Texas,1264
2020-08-05,Utah,281
2020-08-05,Virginia,370
2020-08-05,Virgin Islands,12
2020-08-05,Vermont,10
2020-08-05,Washington,470
2020-08-05,Wisconsin,114
2020-08-05,West Virginia,14
2020-08-05,Wyoming,28
2020-08-06,Alaska,90
2020-08-06,Alabama,71
2020-08-06,Arkansas,56
2020-08-06,Arizona,343
2020-08-06,California,1235
2020-08-06,Colorado,660
2020-08-06,Connecticut,45
2020-08-06,Florida,1006
2020-08-06,Georgia,791
2020-08-06,Hawaii,164
2020-08-06,Iowa,65
2020-08-06,Idaho,76
2020-08-06,Illinois,858
2020-08-06,Indiana,133
2020-08-06,Kansas,35
2020-08-06,Kentucky,152
2020-08-06,Louisiana,134
2020-08-06,Massachusetts,196
2020-08-06,Maryland,215
2020-08-06,Maine,34
2020-08-06,Michigan,413
2020-08-06,Minnesota,308
2020-08-06,Missouri,273
2020-08-06,Mississippi,29
2020-08-06,Montana,95
2020-08-06,North Carolina,674
2020-08-06,North Dakota,42
2020-08-06,Nebraska,60
2020-08-06,New Hampshire,18
2020-08-06,New Jersey,191
2020-08-06,New Mexico,43
2020-08-06,Nevada,366
2020-08-06,New York,398
2020-08-06,Ohio,202
2020-08-06,Oklahoma,84
2020-08-06,Oregon,199
2020-08-06,Pennsylvania,412
2020-08-06,Puerto Rico,59
2020-08-06,Rhode Island,25
2020-08-06,South Carolina,141
2020-08-06,South Dakota,40
2020-08-06,Tennessee,286
2020-08-06,Pacific Trust Territories and Possessions,3
2020-08-06,Texas,1464
2020-08-06,Utah,298
2020-08-06,Virginia,421
2020-08-06,Virgin Islands,13
2020-08-06,Vermont,15
2020-08-06,Washington,497
2020-08-06,Wisconsin,127
2020-08-06,West Virginia,15
2020-08-06,Wyoming,32
2020-08-07,Alaska,92
2020-08-07,Alabama,71
2020-08-07,Arkansas,55
2020-08-07,Arizona,343
2020-08-07,California,1247
2020-08-07,Colorado,661
2020-08-07,Connecticut,45
2020-08-07,Florida,998
2020-08-07,Georgia,782
2020-08-07,Hawaii,165
2020-08-07,Iowa,62
2020-08-07,Idaho,74
2020-08-07,Illinois,850
2020-08-07,Indiana,130
2020-08-07,Kansas,34
2020-08-07,Kentucky,162
2020-08-07,Louisiana,135
2020-08-07,Massachusetts,196
2020-08-07,Maryland,217
2020-08-07,Maine,34
2020-08-07,Michigan,413
2020-08-07,Minnesota,309
2020-08-07,Missouri,278
2020-08-07,Mississippi,29
2020-08-07,Montana,95
2020-08-07,North Carolina,676
2020-08-07,North Dakota,39
2020-08-07,Nebraska,59
2020-08-07,New Hampshire,17
2020-08-07,New Jersey,191
2020-08-07,New Mexico,48
2020-08-07,Nevada,362
2020-08-07,New York,394
2020-08-07,Ohio,203
2020-08-07,Oklahoma,82
2020-08-07,Oregon,199
2020-08-07,Pennsylvania,415
2020-08-07,Puerto Rico,63
2020-08-07,Rhode Island,25
2020-08-07,South Carolina,147
2020-08-07,South Dakota,37
2020-08-07,Tennessee,280
2020-08-07,Pacific Trust Territories and Possessions,1
2020-08-07,Texas,1471
2020-08-07,Utah,296
2020-08-07,Virginia,425
2020-08-07,Virgin Islands,13
2020-08-07,Vermont,14
2020-08-07,Washington,501
2020-08-07,Wisconsin,124
2020-08-07,West Virginia,17
2020-08-07,Wyoming,32
2020-08-08,Alaska,88
2020-08-08,Alabama,67
2020-08-08,Arkansas,46
2020-08-08,Arizona,331
2020-08-08,California,1174
2020-08-08,Colorado,617
2020-08-08,Connecticut,39
2020-08-08,Florida,963
2020-08-08,Georgia,764
