Date,state,number_of_flights,number_of_new_cases
2020-08-18,Nebraska,52,262
2020-08-18,New Hampshire,12,13
2020-08-18,New Jersey,152,331
2020-08-18,New Mexico,46,79
2020-08-18,Nevada,300,730
2020-08-18,New York,297,662
2020-08-18,Ohio,167,861
2020-08-18,Oklahoma,78,615
2020-08-18,Oregon,177,224
2020-08-18,Pennsylvania,314,600
2020-08-18,Puerto Rico,48,953
2020-08-18,Rhode Island,21,120
2020-08-18,South Carolina,99,719
2020-08-18,South Dakota,29,83
2020-08-18,Tennessee,243,1054
2020-08-18,Pacific Trust Territories and Possessions,1,0
2020-08-18,Texas,1324,8162
2020-08-18,Utah,265,349
2020-08-18,Virginia,355,861
2020-08-18,Virgin Islands,12,36
2020-08-18,Vermont,11,3
2020-08-18,Washington,453,523
2020-08-18,Wisconsin,116,721
2020-08-18,West Virginia,10,99
2020-08-18,Wyoming,25,29
2020-08-19,Alaska,90,70
2020-08-19,Alabama,63,1117
2020-08-19,Arkansas,44,729
2020-08-19,Arizona,332,637
2020-08-19,California,1073,6243
2020-08-19,Colorado,602,269
2020-08-19,Connecticut,35,59
2020-08-19,Florida,707,4115
2020-08-19,Georgia,682,2574
2020-08-19,Hawaii,124,260
2020-08-19,Iowa,46,340
2020-08-19,Idaho,70,343
2020-08-19,Illinois,764,2082
2020-08-19,Indiana,106,509
2020-08-19,Kansas,32,701
2020-08-19,Kentucky,109,688
2020-08-19,Louisiana,111,796
2020-08-19,Massachusetts,139,352
2020-08-19,Maryland,201,435
2020-08-19,Maine,30,21
2020-08-19,Michigan,364,708
2020-08-19,Minnesota,288,557
2020-08-19,Missouri,253,1043
2020-08-19,Mississippi,25,1348
2020-08-19,Montana,82,109
2020-08-19,North Carolina,511,1350
2020-08-19,North Dakota,34,186
2020-08-19,Nebraska,56,215
2020-08-19,New Hampshire,12,19
2020-08-19,New Jersey,151,319
2020-08-19,New Mexico,47,170
2020-08-19,Nevada,304,375
2020-08-19,New York,304,626
2020-08-19,Ohio,166,958
2020-08-19,Oklahoma,78,597
2020-08-19,Oregon,177,202
2020-08-19,Pennsylvania,319,664
2020-08-19,Puerto Rico,45,221
2020-08-19,Rhode Island,21,103
2020-08-19,South Carolina,103,739
2020-08-19,South Dakota,30,123
2020-08-19,Tennessee,245,2014
2020-08-19,Pacific Trust Territories and Possessions,1,0
2020-08-19,Texas,1336,5403
2020-08-19,Utah,277,362
2020-08-19,Virginia,358,737
2020-08-19,Virgin Islands,11,32
2020-08-19,Vermont,10,3
2020-08-19,Washington,453,562
2020-08-19,Wisconsin,117,687
2020-08-19,West Virginia,12,70
2020-08-19,Wyoming,27,70
2020-08-20,Alaska,87,85
2020-08-20,Alabama,73,971
2020-08-20,Arkansas,56,549
2020-08-20,Arizona,369,737
2020-08-20,California,1162,6659
2020-08-20,Colorado,679,342
2020-08-20,Connecticut,48,118
2020-08-20,Florida,927,4555
2020-08-20,Georgia,792,3033
2020-08-20,Hawaii,128,235
2020-08-20,Iowa,62,992
2020-08-20,Idaho,76,423
2020-08-20,Illinois,848,2001
2020-08-20,Indiana,128,949
2020-08-20,Kansas,37,112
2020-08-20,Kentucky,148,742
2020-08-20,Louisiana,133,918
2020-08-20,Massachusetts,178,313
2020-08-20,Maryland,220,568
2020-08-20,Maine,34,18
2020-08-20,Michigan,409,536
2020-08-20,Minnesota,310,690
2020-08-20,Missouri,271,1110
2020-08-20,Mississippi,29,894
2020-08-20,Montana,92,119
2020-08-20,North Carolina,705,1931
2020-08-20,North Dakota,44,274
2020-08-20,Nebraska,61,308
2020-08-20,New Hampshire,16,14
2020-08-20,New Jersey,192,100
2020-08-20,New Mexico,51,202
2020-08-20,Nevada,387,572
2020-08-20,New York,379,599
2020-08-20,Ohio,202,1122
2020-08-20,Oklahoma,89,746
2020-08-20,Oregon,195,289
2020-08-20,Pennsylvania,425,786
2020-08-20,Puerto Rico,52,209
2020-08-20,Rhode Island,25,76
2020-08-20,South Carolina,135,909
2020-08-20,South Dakota,37,125
2020-08-20,Tennessee,301,1450
2020-08-20,Pacific Trust Territories and Possessions,3,0
2020-08-20,Texas,1531,5277
2020-08-20,Utah,294,456
2020-08-20,Virginia,404,876
2020-08-20,Virgin Islands,12,41
2020-08-20,Vermont,15,4
2020-08-20,Washington,481,690
2020-08-20,Wisconsin,131,863
2020-08-20,West Virginia,14,181
2020-08-20,Wyoming,32,38
2020-08-21,Alaska,89,71
2020-08-21,Alabama,74,1183
2020-08-21,Arkansas,53,887
2020-08-21,Arizona,361,620
2020-08-21,California,1165,6590
2020-08-21,Colorado,673,373
2020-08-21,Connecticut,45,87
2020-08-21,Florida,905,4684
2020-08-21,Georgia,785,2881
2020-08-21,Hawaii,131,228
2020-08-21,Iowa,61,798
2020-08-21,Idaho,73,258
2020-08-21,Illinois,843,2222
2020-08-21,Indiana,123,1055
2020-08-21,Kansas,37,966
2020-08-21,Kentucky,148,732
2020-08-21,Louisiana,132,899
2020-08-21,Massachusetts,176,488
2020-08-21,Maryland,221,678
2020-08-21,Maine,34,33
2020-08-21,Michigan,408,58
2020-08-21,Minnesota,308,825
2020-08-21,Missouri,274,1309
2020-08-21,Mississippi,29,874
2020-08-21,Montana,93,144
2020-08-21,North Carolina,701,1922
2020-08-21,North Dakota,38,232
2020-08-21,Nebraska,60,278
2020-08-21,New Hampshire,16,21
2020-08-21,New Jersey,191,290
2020-08-21,New Mexico,52,144
2020-08-21,Nevada,376,874
2020-08-21,New York,371,707
2020-08-21,Ohio,201,1043
2020-08-21,Oklahoma,88,1077
2020-08-21,Oregon,193,259
2020-08-21,Pennsylvania,418,725
2020-08-21,Puerto Rico,53,703
2020-08-21,Rhode Island,24,151
2020-08-21,South Carolina,139,1058
2020-08-21,South Dakota,36,193
2020-08-21,Tennessee,291,1672
2020-08-21,Pacific Trust Territories and Possessions,1,0
2020-08-21,Texas,1533,5505
2020-08-21,Utah,294,513
2020-08-21,Virginia,409,965
2020-08-21,Virgin Islands,12,91
2020-08-21,Vermont,14,4
2020-08-21,Washington,480,503
2020-08-21,Wisconsin,129,828
2020-08-21,West Virginia,13,84
2020-08-21,Wyoming,31,56
2020-08-22,Alaska,83,91
2020-08-22,Alabama,69,900
2020-08-22,Arkansas,44,547
2020-08-22,Arizona,330,984
2020-08-22,California,1083,5334
2020-08-22,Colorado,627,281
2020-08-22,Connecticut,41,0
2020-08-22,Florida,857,4311
2020-08-22,Georgia,754,2614
2020-08-22,Hawaii,124,284
2020-08-22,Iowa,51,665
2020-08-22,Idaho,70,298
2020-08-22,Illinois,749,2348
2020-08-22,Indiana,107,1013
2020-08-22,Kansas,29,133
2020-08-22,Kentucky,125,793
2020-08-22,Louisiana,115,0
2020-08-22,Massachusetts,158,144
2020-08-22,Maryland,213,579
2020-08-22,Maine,32,32
2020-08-22,Michigan,376,1312
2020-08-22,Minnesota,303,734
2020-08-22,Missouri,258,1247
2020-08-22,Mississippi,26,945
2020-08-22,Montana,88,153
2020-08-22,North Carolina,674,1622
2020-08-22,North Dakota,32,262
2020-08-22,Nebraska,54,154
2020-08-22,New Hampshire,14,21
2020-08-22,New Jersey,174,529
2020-08-22,New Mexico,50,207
2020-08-22,Nevada,323,577
2020-08-22,New York,333,651
2020-08-22,Ohio,177,1119
2020-08-22,Oklahoma,80,853
2020-08-22,Oregon,183,276
2020-08-22,Pennsylvania,353,699
2020-08-22,Puerto Rico,51,731
2020-08-22,Rhode Island,22,0
2020-08-22,South Carolina,136,917
2020-08-22,South Dakota,33,251
2020-08-22,Tennessee,257,1434
2020-08-22,Pacific Trust Territories and Possessions,3,0
2020-08-22,Texas,1434,5751
2020-08-22,Utah,279,334
2020-08-22,Virginia,387,1212
2020-08-22,Virgin Islands,16,0
2020-08-22,Vermont,12,12
2020-08-22,Washington,469,566
2020-08-22,Wisconsin,122,845
2020-08-22,West Virginia,13,119
2020-08-22,Wyoming,31,19
2020-08-23,Alaska,81,64
2020-08-23,Alabama,72,528
2020-08-23,Arkansas,55,375
2020-08-23,Arizona,365,208
2020-08-23,California,1160,4619
2020-08-23,Colorado,686,502
2020-08-23,Connecticut,46,0
2020-08-23,Florida,950,2974
2020-08-23,Georgia,788,1619
2020-08-23,Hawaii,121,244
2020-08-23,Iowa,63,445
2020-08-23,Idaho,76,165
2020-08-23,Illinois,845,1833
2020-08-23,Indiana,127,617
2020-08-23,Kansas,37,182
2020-08-23,Kentucky,154,176
2020-08-23,Louisiana,129,1223
2020-08-23,Massachusetts,190,0
2020-08-23,Maryland,222,578
2020-08-23,Maine,34,18
2020-08-23,Michigan,410,734
2020-08-23,Minnesota,313,717
2020-08-23,Missouri,275,871
2020-08-23,Mississippi,29,626
2020-08-23,Montana,93,52
2020-08-23,North Carolina,704,1424
2020-08-23,North Dakota,41,140
2020-08-23,Nebraska,60,109
2020-08-23,New Hampshire,16,15
2020-08-23,New Jersey,195,148
2020-08-23,New Mexico,47,94
2020-08-23,Nevada,402,528
2020-08-23,New York,386,581
2020-08-23,Ohio,202,637
2020-08-23,Oklahoma,88,566
2020-08-23,Oregon,196,227
2020-08-23,Pennsylvania,429,519
2020-08-23,Puerto Rico,56,319
2020-08-23,Rhode Island,26,0
2020-08-23,South Carolina,139,693
2020-08-23,South Dakota,36,141
2020-08-23,Tennessee,293,1634
2020-08-23,Pacific Trust Territories and Possessions,1,0
2020-08-23,Texas,1524,2988
2020-08-23,Utah,291,175
2020-08-23,Virginia,412,894
2020-08-23,Virgin Islands,14,24
2020-08-23,Vermont,14,4
2020-08-23,Washington,476,392
2020-08-23,Wisconsin,132,465
2020-08-23,West Virginia,15,87
2020-08-23,Wyoming,34,36
2020-08-24,Alaska,89,70
2020-08-24,Alabama,74,1650
2020-08-24,Arkansas,52,320
2020-08-24,Arizona,360,304
2020-08-24,California,1163,6292
2020-08-24,Colorado,680,259
2020-08-24,Connecticut,45,492
2020-08-24,Florida,896,2258
2020-08-24,Georgia,778,2210
2020-08-24,Hawaii,117,169
2020-08-24,Iowa,62,500
2020-08-24,Idaho,72,287
2020-08-24,Illinois,839,1764
2020-08-24,Indiana,126,1660
2020-08-24,Kansas,37,1282
2020-08-24,Kentucky,148,656
2020-08-24,Louisiana,132,623
2020-08-24,Massachusetts,163,662
2020-08-24,Maryland,219,550
2020-08-24,Maine,34,21
2020-08-24,Michigan,404,941
2020-08-24,Minnesota,307,714
2020-08-24,Missouri,275,915
2020-08-24,Mississippi,29,511
2020-08-24,Montana,92,66
2020-08-24,North Carolina,699,1537
2020-08-24,North Dakota,41,124
2020-08-24,Nebraska,60,158
2020-08-24,New Hampshire,16,27
2020-08-24,New Jersey,188,225
2020-08-24,New Mexico,53,73
2020-08-24,Nevada,377,395
2020-08-24,New York,360,404
2020-08-24,Ohio,200,849
2020-08-24,Oklahoma,89,357
2020-08-24,Oregon,191,236
2020-08-24,Pennsylvania,418,567
2020-08-24,Puerto Rico,52,722
2020-08-24,Rhode Island,23,280
2020-08-24,South Carolina,137,563
2020-08-24,South Dakota,37,149
2020-08-24,Tennessee,287,675
2020-08-24,Pacific Trust Territories and Possessions,3,0
2020-08-24,Texas,1527,5477
2020-08-24,Utah,289,326
2020-08-24,Virginia,406,664
2020-08-24,Virgin Islands,12,14
2020-08-24,Vermont,15,9
2020-08-24,Washington,474,547
2020-08-24,Wisconsin,129,550
2020-08-24,West Virginia,13,40
2020-08-24,Wyoming,31,24
2020-08-25,Alaska,84,-5
2020-08-25,Alabama,62,532
2020-08-25,Arkansas,44,480
2020-08-25,Arizona,333,872
2020-08-25,California,1073,6084
2020-08-25,Colorado,590,476
2020-08-25,Connecticut,37,29
2020-08-25,Florida,693,2673
2020-08-25,Georgia,672,2253
2020-08-25,Hawaii,115,215
2020-08-25,Iowa,46,665
2020-08-25,Idaho,68,388
2020-08-25,Illinois,749,1756
2020-08-25,Indiana,103,858
2020-08-25,Kansas,28,81
2020-08-25,Kentucky,112,741
2020-08-25,Louisiana,110,550
2020-08-25,Massachusetts,135,398
2020-08-25,Maryland,200,386
2020-08-25,Maine,29,12
2020-08-25,Michigan,360,926
2020-08-25,Minnesota,280,409
2020-08-25,Missouri,254,992
2020-08-25,Mississippi,22,801
2020-08-25,Montana,79,139
2020-08-25,North Carolina,509,1258
2020-08-25,North Dakota,34,229
2020-08-25,Nebraska,52,332
2020-08-25,New Hampshire,12,16
2020-08-25,New Jersey,152,302
2020-08-25,New Mexico,47,66
2020-08-25,Nevada,301,442
2020-08-25,New York,299,629
2020-08-25,Ohio,163,844
2020-08-25,Oklahoma,79,650
2020-08-25,Oregon,177,234
2020-08-25,Pennsylvania,318,557
2020-08-25,Puerto Rico,47,102
2020-08-25,Rhode Island,22,70
2020-08-25,South Carolina,99,937
2020-08-25,South Dakota,29,82
2020-08-25,Tennessee,243,826
2020-08-25,Pacific Trust Territories and Possessions,1,0
2020-08-25,Texas,1329,6086
2020-08-25,Utah,267,419
2020-08-25,Virginia,356,1005
2020-08-25,Virgin Islands,12,32
2020-08-25,Vermont,11,6
2020-08-25,Washington,450,342
2020-08-25,Wisconsin,116,698
2020-08-25,West Virginia,10,83
2020-08-25,Wyoming,25,31
2020-08-26,Alaska,88,50
2020-08-26,Alabama,64,2012
2020-08-26,Arkansas,44,649
2020-08-26,Arizona,332,202
2020-08-26,California,1073,5292
2020-08-26,Colorado,604,170
2020-08-26,Connecticut,35,180
2020-08-26,Florida,707,3220
2020-08-26,Georgia,682,2629
2020-08-26,Hawaii,114,275
2020-08-26,Iowa,46,1258
2020-08-26,Idaho,70,320
2020-08-26,Illinois,765,2060
2020-08-26,Indiana,107,943
2020-08-26,Kansas,32,1475
2020-08-26,Kentucky,109,744
2020-08-26,Louisiana,111,1404
2020-08-26,Massachusetts,138,336
2020-08-26,Maryland,202,442
2020-08-26,Maine,30,21
2020-08-26,Michigan,365,903
2020-08-26,Minnesota,287,532
2020-08-26,Missouri,253,1342
2020-08-26,Mississippi,25,904
2020-08-26,Montana,82,158
2020-08-26,North Carolina,511,1523
2020-08-26,North Dakota,34,238
2020-08-26,Nebraska,56,348
2020-08-26,New Hampshire,12,9
2020-08-26,New Jersey,151,236
2020-08-26,New Mexico,47,197
2020-08-26,Nevada,307,217
2020-08-26,New York,304,568
2020-08-26,Ohio,166,1089
2020-08-26,Oklahoma,79,666
2020-08-26,Oregon,177,167
2020-08-26,Pennsylvania,317,520
2020-08-26,Puerto Rico,44,24
2020-08-26,Rhode Island,21,82
2020-08-26,South Carolina,102,605
2020-08-26,South Dakota,30,120
2020-08-26,Tennessee,245,1899
2020-08-26,Pacific Trust Territories and Possessions,1,0
2020-08-26,Texas,1338,6129
2020-08-26,Utah,278,428
2020-08-26,Virginia,358,823
2020-08-26,Virgin Islands,11,0
2020-08-26,Vermont,10,5
2020-08-26,Washington,451,573
2020-08-26,Wisconsin,116,767
2020-08-26,West Virginia,12,145
2020-08-26,Wyoming,27,50
2020-08-27,Alaska,85,81
2020-08-27,Alabama,73,1769
2020-08-27,Arkansas,56,722
2020-08-27,Arizona,369,677
2020-08-27,California,1162,5350
2020-08-27,Colorado,677,360
2020-08-27,Connecticut,47,130
2020-08-27,Florida,930,3269
2020-08-27,Georgia,795,2523
2020-08-27,Hawaii,119,306
2020-08-27,Iowa,62,2620
2020-08-27,Idaho,76,358
2020-08-27,Illinois,852,1726
2020-08-27,Indiana,128,1163
2020-08-27,Kansas,37,138
2020-08-27,Kentucky,148,780
2020-08-27,Louisiana,133,677
2020-08-27,Massachusetts,178,368
2020-08-27,Maryland,219,562
2020-08-27,Maine,34,25
2020-08-27,Michigan,412,846
2020-08-27,Minnesota,313,1154
2020-08-27,Missouri,273,1325
2020-08-27,Mississippi,29,585
2020-08-27,Montana,92,153
2020-08-27,North Carolina,705,2007
2020-08-27,North Dakota,43,333
2020-08-27,Nebraska,61,374
2020-08-27,New Hampshire,16,35
2020-08-27,New Jersey,191,307
2020-08-27,New Mexico,51,188
2020-08-27,Nevada,388,592
2020-08-27,New York,379,789
2020-08-27,Ohio,202,1244
2020-08-27,Oklahoma,90,712
2020-08-27,Oregon,195,200
2020-08-27,Pennsylvania,425,635
2020-08-27,Puerto Rico,51,639
2020-08-27,Rhode Island,24,135
2020-08-27,South Carolina,134,505
2020-08-27,South Dakota,37,567
2020-08-27,Tennessee,302,1783
2020-08-27,Pacific Trust Territories and Possessions,3,0
2020-08-27,Texas,1534,3811
2020-08-27,Utah,294,370
2020-08-27,Virginia,420,1121
2020-08-27,Virgin Islands,11,45
2020-08-27,Vermont,15,9
2020-08-27,Washington,477,545
2020-08-27,Wisconsin,131,916
2020-08-27,West Virginia,14,93
2020-08-27,Wyoming,32,38
2020-08-28,Alaska,87,122
2020-08-28,Alabama,75,1162
2020-08-28,Arkansas,53,838
2020-08-28,Arizona,360,522
2020-08-28,California,1167,5427
2020-08-28,Colorado,670,452
2020-08-28,Connecticut,45,145
2020-08-28,Florida,909,3815
2020-08-28,Georgia,784,2300
2020-08-28,Hawaii,121,264
2020-08-28,Iowa,61,1344
2020-08-28,Idaho,73,317
2020-08-28,Illinois,843,2454
2020-08-28,Indiana,122,821
2020-08-28,Kansas,37,1106
2020-08-28,Kentucky,148,615
2020-08-28,Louisiana,133,606
2020-08-28,Massachusetts,175,460
2020-08-28,Maryland,220,588
2020-08-28,Maine,34,22
2020-08-28,Michigan,408,812
2020-08-28,Minnesota,306,850
2020-08-28,Missouri,274,1536
2020-08-28,Mississippi,29,599
2020-08-28,Montana,93,126
2020-08-28,North Carolina,701,1439
2020-08-28,North Dakota,38,310
2020-08-28,Nebraska,60,335
2020-08-28,New Hampshire,16,22
2020-08-28,New Jersey,189,358
2020-08-28,New Mexico,52,122
2020-08-28,Nevada,379,660
2020-08-28,New York,371,635
2020-08-28,Ohio,201,1296
2020-08-28,Oklahoma,89,710
2020-08-28,Oregon,193,294
2020-08-28,Pennsylvania,417,866
2020-08-28,Puerto Rico,52,605
2020-08-28,Rhode Island,24,94
2020-08-28,South Carolina,139,1353
2020-08-28,South Dakota,36,323
2020-08-28,Tennessee,290,1631
2020-08-28,Pacific Trust Territories and Possessions,1,0
2020-08-28,Texas,1533,4845
2020-08-28,Utah,293,403
2020-08-28,Virginia,408,1013
2020-08-28,Virgin Islands,10,0
2020-08-28,Vermont,13,3
2020-08-28,Washington,476,645
2020-08-28,Wisconsin,127,848
2020-08-28,West Virginia,13,191
2020-08-28,Wyoming,31,41
2020-08-29,Alaska,81,111
2020-08-29,Alabama,68,1704
2020-08-29,Arkansas,44,795
2020-08-29,Arizona,330,623
2020-08-29,California,1084,4110
2020-08-29,Colorado,629,168
2020-08-29,Connecticut,41,0
2020-08-29,Florida,848,3197
2020-08-29,Georgia,754,2359
2020-08-29,Hawaii,114,309
2020-08-29,Iowa,51,1008
2020-08-29,Idaho,70,231
2020-08-29,Illinois,747,1754
2020-08-29,Indiana,108,1125
2020-08-29,Kansas,29,101
2020-08-29,Kentucky,124,977
2020-08-29,Louisiana,115,0
2020-08-29,Massachusetts,157,446
2020-08-29,Maryland,212,644
2020-08-29,Maine,32,53
2020-08-29,Michigan,376,801
2020-08-29,Minnesota,302,1017
2020-08-29,Missouri,254,1524
2020-08-29,Mississippi,26,735
2020-08-29,Montana,88,170
2020-08-29,North Carolina,672,2379
2020-08-29,North Dakota,32,374
2020-08-29,Nebraska,53,317
2020-08-29,New Hampshire,14,30
2020-08-29,New Jersey,173,349
2020-08-29,New Mexico,50,136
2020-08-29,Nevada,325,592
2020-08-29,New York,330,635
2020-08-29,Ohio,175,1216
2020-08-29,Oklahoma,79,1093
2020-08-29,Oregon,183,224
2020-08-29,Pennsylvania,349,752
2020-08-29,Puerto Rico,51,562
2020-08-29,Rhode Island,22,0
2020-08-29,South Carolina,135,1298
2020-08-29,South Dakota,33,425
2020-08-29,Tennessee,255,1496
2020-08-29,Pacific Trust Territories and Possessions,3,0
2020-08-29,Texas,1431,5342
2020-08-29,Utah,278,415
2020-08-29,Virginia,377,1217
2020-08-29,Virgin Islands,13,54
2020-08-29,Vermont,12,16
2020-08-29,Washington,465,437
2020-08-29,Wisconsin,123,783
2020-08-29,West Virginia,13,143
2020-08-29,Wyoming,30,21
2020-08-30,Alaska,79,51
2020-08-30,Alabama,71,1346
2020-08-30,Arkansas,54,478
2020-08-30,Arizona,364,378
2020-08-30,California,1160,4090
2020-08-30,Colorado,685,189
2020-08-30,Connecticut,44,0
2020-08-30,Florida,936,2583
2020-08-30,Georgia,791,1137
2020-08-30,Hawaii,121,200
2020-08-30,Iowa,63,763
2020-08-30,Idaho,76,160
2020-08-30,Illinois,842,1973
2020-08-30,Indiana,125,882
2020-08-30,Kansas,37,102
2020-08-30,Kentucky,150,256
2020-08-30,Louisiana,128,1624
2020-08-30,Massachusetts,188,199
2020-08-30,Maryland,220,496
2020-08-30,Maine,34,23
2020-08-30,Michigan,412,494
2020-08-30,Minnesota,314,932
2020-08-30,Missouri,274,1160
2020-08-30,Mississippi,29,647
2020-08-30,Montana,93,84
2020-08-30,North Carolina,702,977
2020-08-30,North Dakota,38,218
2020-08-30,Nebraska,60,293
2020-08-30,New Hampshire,16,8
2020-08-30,New Jersey,194,291
2020-08-30,New Mexico,47,105
2020-08-30,Nevada,399,405
2020-08-30,New York,384,709
2020-08-30,Ohio,201,922
2020-08-30,Oklahoma,88,667
2020-08-30,Oregon,197,261
2020-08-30,Pennsylvania,426,561
2020-08-30,Puerto Rico,54,298
2020-08-30,Rhode Island,26,0
2020-08-30,South Carolina,137,1075
2020-08-30,South Dakota,36,380
2020-08-30,Tennessee,290,939
2020-08-30,Pacific Trust Territories and Possessions,1,0
2020-08-30,Texas,1523,2713
2020-08-30,Utah,291,368
2020-08-30,Virginia,430,938
2020-08-30,Virgin Islands,13,5
2020-08-30,Vermont,14,11
2020-08-30,Washington,474,288
2020-08-30,Wisconsin,132,544
2020-08-30,West Virginia,14,143
2020-08-30,Wyoming,33,36
2020-08-31,Alaska,86,39
2020-08-31,Alabama,74,823
2020-08-31,Arkansas,52,368
2020-08-31,Arizona,357,171
2020-08-31,California,1161,5952
2020-08-31,Colorado,680,282
2020-08-31,Connecticut,46,384
2020-08-31,Florida,893,1885
2020-08-31,Georgia,776,1425
2020-08-31,Hawaii,118,132
2020-08-31,Iowa,61,653
2020-08-31,Idaho,72,222
2020-08-31,Illinois,839,1903
2020-08-31,Indiana,124,883
2020-08-31,Kansas,37,1396
2020-08-31,Kentucky,148,714
2020-08-31,Louisiana,131,326
2020-08-31,Massachusetts,166,304
2020-08-31,Maryland,221,456
2020-08-31,Maine,34,14
2020-08-31,Michigan,404,565
2020-08-31,Minnesota,307,675
2020-08-31,Missouri,275,1195
2020-08-31,Mississippi,29,274
2020-08-31,Montana,91,100
2020-08-31,North Carolina,698,1479
2020-08-31,North Dakota,41,114
2020-08-31,Nebraska,60,241
2020-08-31,New Hampshire,16,21
2020-08-31,New Jersey,185,349
2020-08-31,New Mexico,53,69
2020-08-31,Nevada,373,337
2020-08-31,New York,360,649
2020-08-31,Ohio,198,895
2020-08-31,Oklahoma,88,713
2020-08-31,Oregon,188,169
2020-08-31,Pennsylvania,416,703
2020-08-31,Puerto Rico,53,351
2020-08-31,Rhode Island,23,266
2020-08-31,South Carolina,138,668
2020-08-31,South Dakota,37,187
2020-08-31,Tennessee,284,1784
2020-08-31,Pacific Trust Territories and Possessions,3,0
2020-08-31,Texas,1526,3770
2020-08-31,Utah,287,312
2020-08-31,Virginia,407,847
2020-08-31,Virgin Islands,10,5
2020-08-31,Vermont,15,8
2020-08-31,Washington,472,596
2020-08-31,Wisconsin,129,422
2020-08-31,West Virginia,13,140
2020-08-31,Wyoming,31,22
2020-09-01,Alaska,77,34
2020-09-01,Alabama,62,1558
2020-09-01,Arkansas,44,273
2020-09-01,Arizona,331,509
2020-09-01,California,1084,4087
2020-09-01,Colorado,590,321
2020-09-01,Connecticut,36,127
2020-09-01,Florida,688,7569
2020-09-01,Georgia,670,2306
2020-09-01,Hawaii,105,181
2020-09-01,Iowa,46,594
2020-09-01,Idaho,72,447
2020-09-01,Illinois,744,1433
2020-09-01,Indiana,104,711
2020-09-01,Kansas,28,84
2020-09-01,Kentucky,112,878
2020-09-01,Louisiana,110,689
2020-09-01,Massachusetts,131,355
2020-09-01,Maryland,201,611
2020-09-01,Maine,29,22
2020-09-01,Michigan,359,806
2020-09-01,Minnesota,280,491
2020-09-01,Missouri,255,1086
2020-09-01,Mississippi,22,634
2020-09-01,Montana,79,86
2020-09-01,North Carolina,509,1977
2020-09-01,North Dakota,33,184
2020-09-01,Nebraska,51,287
2020-09-01,New Hampshire,12,22
2020-09-01,New Jersey,152,330
2020-09-01,New Mexico,47,108
2020-09-01,Nevada,300,390
2020-09-01,New York,300,757
2020-09-01,Ohio,164,1453
2020-09-01,Oklahoma,78,666
2020-09-01,Oregon,176,235
2020-09-01,Pennsylvania,318,751
2020-09-01,Puerto Rico,41,222
2020-09-01,Rhode Island,22,53
2020-09-01,South Carolina,101,854
