Date,state,number_of_flights,number_of_new_cases
2020-01-16,Vermont,28,0
2020-01-16,Washington,650,0
2020-01-16,Wisconsin,207,0
2020-01-16,West Virginia,21,0
2020-01-16,Wyoming,34,0
2020-01-17,Alaska,98,0
2020-01-17,Alabama,133,0
2020-01-17,Arkansas,97,0
2020-01-17,Arizona,611,0
2020-01-17,California,2411,0
2020-01-17,Colorado,877,0
2020-01-17,Connecticut,84,0
2020-01-17,Florida,1778,0
2020-01-17,Georgia,1193,0
2020-01-17,Hawaii,346,0
2020-01-17,Iowa,91,0
2020-01-17,Idaho,96,0
2020-01-17,Illinois,1334,0
2020-01-17,Indiana,201,0
2020-01-17,Kansas,53,0
2020-01-17,Kentucky,261,0
2020-01-17,Louisiana,237,0
2020-01-17,Massachusetts,449,0
2020-01-17,Maryland,273,0
2020-01-17,Maine,50,0
2020-01-17,Michigan,631,0
2020-01-17,Minnesota,475,0
2020-01-17,Missouri,409,0
2020-01-17,Mississippi,48,0
2020-01-17,Montana,85,0
2020-01-17,North Carolina,1084,0
2020-01-17,North Dakota,64,0
2020-01-17,Nebraska,98,0
2020-01-17,New Hampshire,29,0
2020-01-17,New Jersey,474,0
2020-01-17,New Mexico,83,0
2020-01-17,Nevada,560,0
2020-01-17,New York,1175,0
2020-01-17,Ohio,347,0
2020-01-17,Oklahoma,126,0
2020-01-17,Oregon,305,0
2020-01-17,Pennsylvania,652,0
2020-01-17,Puerto Rico,97,0
2020-01-17,Rhode Island,51,0
2020-01-17,South Carolina,179,0
2020-01-17,South Dakota,45,0
2020-01-17,Tennessee,412,0
2020-01-17,Pacific Trust Territories and Possessions,3,0
2020-01-17,Texas,2264,0
2020-01-17,Utah,368,0
2020-01-17,Virginia,889,0
2020-01-17,Virgin Islands,15,0
2020-01-17,Vermont,29,0
2020-01-17,Washington,649,0
2020-01-17,Wisconsin,203,0
2020-01-17,West Virginia,24,0
2020-01-17,Wyoming,33,0
2020-01-18,Alaska,89,0
2020-01-18,Alabama,81,0
2020-01-18,Arkansas,58,0
2020-01-18,Arizona,496,0
2020-01-18,California,1774,0
2020-01-18,Colorado,737,0
2020-01-18,Connecticut,68,0
2020-01-18,Florida,1702,0
2020-01-18,Georgia,787,0
2020-01-18,Hawaii,347,0
2020-01-18,Iowa,70,0
2020-01-18,Idaho,76,0
2020-01-18,Illinois,974,0
2020-01-18,Indiana,149,0
2020-01-18,Kansas,31,0
2020-01-18,Kentucky,160,0
2020-01-18,Louisiana,168,0
2020-01-18,Massachusetts,273,0
2020-01-18,Maryland,207,0
2020-01-18,Maine,41,0
2020-01-18,Michigan,418,0
2020-01-18,Minnesota,288,0
2020-01-18,Missouri,258,0
2020-01-18,Mississippi,32,0
2020-01-18,Montana,73,0
2020-01-18,North Carolina,825,0
2020-01-18,North Dakota,53,0
2020-01-18,Nebraska,68,0
2020-01-18,New Hampshire,26,0
2020-01-18,New Jersey,326,0
2020-01-18,New Mexico,53,0
2020-01-18,Nevada,439,0
2020-01-18,New York,740,0
2020-01-18,Ohio,246,0
2020-01-18,Oklahoma,81,0
2020-01-18,Oregon,227,0
2020-01-18,Pennsylvania,486,0
2020-01-18,Puerto Rico,106,0
2020-01-18,Rhode Island,43,0
2020-01-18,South Carolina,132,0
2020-01-18,South Dakota,37,0
2020-01-18,Tennessee,273,0
2020-01-18,Pacific Trust Territories and Possessions,5,0
2020-01-18,Texas,1601,0
2020-01-18,Utah,258,0
2020-01-18,Virginia,625,0
2020-01-18,Virgin Islands,23,0
2020-01-18,Vermont,22,0
2020-01-18,Washington,495,0
2020-01-18,Wisconsin,154,0
2020-01-18,West Virginia,17,0
2020-01-18,Wyoming,33,0
2020-01-19,Alaska,92,0
2020-01-19,Alabama,102,0
2020-01-19,Arkansas,87,0
2020-01-19,Arizona,577,0
2020-01-19,California,2123,0
2020-01-19,Colorado,831,0
2020-01-19,Connecticut,66,0
2020-01-19,Florida,1756,0
2020-01-19,Georgia,883,0
2020-01-19,Hawaii,350,0
2020-01-19,Iowa,82,0
2020-01-19,Idaho,86,0
2020-01-19,Illinois,1187,0
2020-01-19,Indiana,178,0
2020-01-19,Kansas,42,0
2020-01-19,Kentucky,194,0
2020-01-19,Louisiana,225,0
2020-01-19,Massachusetts,336,0
2020-01-19,Maryland,243,0
2020-01-19,Maine,39,0
2020-01-19,Michigan,447,0
2020-01-19,Minnesota,313,0
2020-01-19,Missouri,351,0
2020-01-19,Mississippi,38,0
2020-01-19,Montana,79,0
2020-01-19,North Carolina,908,0
2020-01-19,North Dakota,56,0
2020-01-19,Nebraska,79,0
2020-01-19,New Hampshire,22,0
2020-01-19,New Jersey,430,0
2020-01-19,New Mexico,76,0
2020-01-19,Nevada,553,0
2020-01-19,New York,856,0
2020-01-19,Ohio,298,0
2020-01-19,Oklahoma,117,0
2020-01-19,Oregon,276,0
2020-01-19,Pennsylvania,529,0
2020-01-19,Puerto Rico,103,0
2020-01-19,Rhode Island,46,0
2020-01-19,South Carolina,152,0
2020-01-19,South Dakota,39,0
2020-01-19,Tennessee,357,0
2020-01-19,Pacific Trust Territories and Possessions,3,0
2020-01-19,Texas,2105,0
2020-01-19,Utah,292,0
2020-01-19,Virginia,753,0
2020-01-19,Virgin Islands,17,0
2020-01-19,Vermont,23,0
2020-01-19,Washington,579,0
2020-01-19,Wisconsin,161,0
2020-01-19,West Virginia,16,0
2020-01-19,Wyoming,36,0
2020-01-20,Alaska,97,0
2020-01-20,Alabama,128,0
2020-01-20,Arkansas,93,0
2020-01-20,Arizona,608,0
2020-01-20,California,2385,0
2020-01-20,Colorado,867,0
2020-01-20,Connecticut,80,0
2020-01-20,Florida,1753,0
2020-01-20,Georgia,1163,0
2020-01-20,Hawaii,342,0
2020-01-20,Iowa,89,0
2020-01-20,Idaho,94,0
2020-01-20,Illinois,1291,0
2020-01-20,Indiana,200,0
2020-01-20,Kansas,52,0
2020-01-20,Kentucky,250,0
2020-01-20,Louisiana,231,0
2020-01-20,Massachusetts,426,0
2020-01-20,Maryland,268,0
2020-01-20,Maine,49,0
2020-01-20,Michigan,602,0
2020-01-20,Minnesota,448,0
2020-01-20,Missouri,399,0
2020-01-20,Mississippi,44,0
2020-01-20,Montana,80,0
2020-01-20,North Carolina,1067,0
2020-01-20,North Dakota,62,0
2020-01-20,Nebraska,94,0
2020-01-20,New Hampshire,29,0
2020-01-20,New Jersey,472,0
2020-01-20,New Mexico,83,0
2020-01-20,Nevada,553,0
2020-01-20,New York,1115,0
2020-01-20,Ohio,337,0
2020-01-20,Oklahoma,124,0
2020-01-20,Oregon,300,0
2020-01-20,Pennsylvania,641,0
2020-01-20,Puerto Rico,98,0
2020-01-20,Rhode Island,50,0
2020-01-20,South Carolina,173,0
2020-01-20,South Dakota,44,0
2020-01-20,Tennessee,399,0
2020-01-20,Pacific Trust Territories and Possessions,4,0
2020-01-20,Texas,2175,0
2020-01-20,Utah,359,0
2020-01-20,Virginia,870,0
2020-01-20,Virgin Islands,16,0
2020-01-20,Vermont,28,0
2020-01-20,Washington,635,0
2020-01-20,Wisconsin,196,0
2020-01-20,West Virginia,24,0
2020-01-20,Wyoming,33,0
2020-01-21,Alaska,93,0
2020-01-21,Alabama,117,0
2020-01-21,Arkansas,89,0
2020-01-21,Arizona,531,0
2020-01-21,California,2256,0
2020-01-21,Colorado,827,0
2020-01-21,Connecticut,77,0
2020-01-21,Florida,1557,0
2020-01-21,Georgia,1167,0
2020-01-21,Hawaii,337,0
2020-01-21,Iowa,83,0
2020-01-21,Idaho,91,0
2020-01-21,Illinois,1263,0
2020-01-21,Indiana,185,0
2020-01-21,Kansas,47,0
2020-01-21,Kentucky,232,0
2020-01-21,Louisiana,215,0
2020-01-21,Massachusetts,423,0
2020-01-21,Maryland,261,0
2020-01-21,Maine,47,0
2020-01-21,Michigan,591,0
2020-01-21,Minnesota,448,0
2020-01-21,Missouri,392,0
2020-01-21,Mississippi,43,0
2020-01-21,Montana,79,0
2020-01-21,North Carolina,946,0
2020-01-21,North Dakota,57,0
2020-01-21,Nebraska,87,0
2020-01-21,New Hampshire,25,0
2020-01-21,New Jersey,463,0
2020-01-21,New Mexico,77,0
2020-01-21,Nevada,486,0
2020-01-21,New York,1118,0
2020-01-21,Ohio,325,0
2020-01-21,Oklahoma,116,0
2020-01-21,Oregon,283,0
2020-01-21,Pennsylvania,588,0
2020-01-21,Puerto Rico,87,0
2020-01-21,Rhode Island,48,0
2020-01-21,South Carolina,163,0
2020-01-21,South Dakota,39,0
2020-01-21,Tennessee,374,0
2020-01-21,Pacific Trust Territories and Possessions,5,0
2020-01-21,Texas,2026,0
2020-01-21,Utah,351,0
2020-01-21,Virginia,868,0
2020-01-21,Virgin Islands,14,0
2020-01-21,Vermont,27,0
2020-01-21,Washington,599,1
2020-01-21,Wisconsin,194,0
2020-01-21,West Virginia,19,0
2020-01-21,Wyoming,28,0
2020-01-22,Alaska,98,0
2020-01-22,Alabama,124,0
2020-01-22,Arkansas,92,0
2020-01-22,Arizona,578,0
2020-01-22,California,2299,0
2020-01-22,Colorado,847,0
2020-01-22,Connecticut,79,0
2020-01-22,Florida,1608,0
2020-01-22,Georgia,1172,0
2020-01-22,Hawaii,340,0
2020-01-22,Iowa,88,0
2020-01-22,Idaho,92,0
2020-01-22,Illinois,1286,0
2020-01-22,Indiana,189,0
2020-01-22,Kansas,48,0
2020-01-22,Kentucky,239,0
2020-01-22,Louisiana,219,0
2020-01-22,Massachusetts,421,0
2020-01-22,Maryland,265,0
2020-01-22,Maine,49,0
2020-01-22,Michigan,608,0
2020-01-22,Minnesota,462,0
2020-01-22,Missouri,396,0
2020-01-22,Mississippi,46,0
2020-01-22,Montana,76,0
2020-01-22,North Carolina,1055,0
2020-01-22,North Dakota,60,0
2020-01-22,Nebraska,91,0
2020-01-22,New Hampshire,26,0
2020-01-22,New Jersey,462,0
2020-01-22,New Mexico,78,0
2020-01-22,Nevada,493,0
2020-01-22,New York,1139,0
2020-01-22,Ohio,328,0
2020-01-22,Oklahoma,120,0
2020-01-22,Oregon,290,0
2020-01-22,Pennsylvania,594,0
2020-01-22,Puerto Rico,83,0
2020-01-22,Rhode Island,49,0
2020-01-22,South Carolina,173,0
2020-01-22,South Dakota,40,0
2020-01-22,Tennessee,379,0
2020-01-22,Pacific Trust Territories and Possessions,3,0
2020-01-22,Texas,2088,0
2020-01-22,Utah,353,0
2020-01-22,Virginia,871,0
2020-01-22,Virgin Islands,13,0
2020-01-22,Vermont,27,0
2020-01-22,Washington,612,0
2020-01-22,Wisconsin,199,0
2020-01-22,West Virginia,22,0
2020-01-22,Wyoming,30,0
2020-01-23,Alaska,96,0
2020-01-23,Alabama,130,0
2020-01-23,Arkansas,103,0
2020-01-23,Arizona,616,0
2020-01-23,California,2407,0
2020-01-23,Colorado,880,0
2020-01-23,Connecticut,84,0
2020-01-23,Florida,1764,0
2020-01-23,Georgia,1196,0
2020-01-23,Hawaii,349,0
2020-01-23,Iowa,94,0
2020-01-23,Idaho,96,0
2020-01-23,Illinois,1339,0
2020-01-23,Indiana,202,0
2020-01-23,Kansas,49,0
2020-01-23,Kentucky,260,0
2020-01-23,Louisiana,235,0
2020-01-23,Massachusetts,439,0
2020-01-23,Maryland,270,0
2020-01-23,Maine,47,0
2020-01-23,Michigan,621,0
2020-01-23,Minnesota,469,0
2020-01-23,Missouri,409,0
2020-01-23,Mississippi,48,0
2020-01-23,Montana,86,0
2020-01-23,North Carolina,1081,0
2020-01-23,North Dakota,66,0
2020-01-23,Nebraska,95,0
2020-01-23,New Hampshire,27,0
2020-01-23,New Jersey,472,0
2020-01-23,New Mexico,83,0
2020-01-23,Nevada,554,0
2020-01-23,New York,1171,0
2020-01-23,Ohio,354,0
2020-01-23,Oklahoma,127,0
2020-01-23,Oregon,305,0
2020-01-23,Pennsylvania,652,0
2020-01-23,Puerto Rico,88,0
2020-01-23,Rhode Island,52,0
2020-01-23,South Carolina,180,0
2020-01-23,South Dakota,44,0
2020-01-23,Tennessee,406,0
2020-01-23,Pacific Trust Territories and Possessions,6,0
2020-01-23,Texas,2263,0
2020-01-23,Utah,370,0
2020-01-23,Virginia,894,0
2020-01-23,Virgin Islands,18,0
2020-01-23,Vermont,28,0
2020-01-23,Washington,650,0
2020-01-23,Wisconsin,207,0
2020-01-23,West Virginia,21,0
2020-01-23,Wyoming,34,0
2020-01-24,Alaska,98,0
2020-01-24,Alabama,133,0
2020-01-24,Arkansas,98,0
2020-01-24,Arizona,611,0
2020-01-24,California,2414,0
2020-01-24,Colorado,874,0
2020-01-24,Connecticut,84,0
2020-01-24,Florida,1776,0
2020-01-24,Georgia,1192,0
2020-01-24,Hawaii,358,0
2020-01-24,Iowa,91,0
2020-01-24,Idaho,101,0
2020-01-24,Illinois,1333,1
2020-01-24,Indiana,202,0
2020-01-24,Kansas,52,0
2020-01-24,Kentucky,261,0
2020-01-24,Louisiana,235,0
2020-01-24,Massachusetts,447,0
2020-01-24,Maryland,273,0
2020-01-24,Maine,50,0
2020-01-24,Michigan,631,0
2020-01-24,Minnesota,472,0
2020-01-24,Missouri,409,0
2020-01-24,Mississippi,48,0
2020-01-24,Montana,85,0
2020-01-24,North Carolina,1084,0
2020-01-24,North Dakota,62,0
2020-01-24,Nebraska,98,0
2020-01-24,New Hampshire,29,0
2020-01-24,New Jersey,474,0
2020-01-24,New Mexico,83,0
2020-01-24,Nevada,560,0
2020-01-24,New York,1175,0
2020-01-24,Ohio,347,0
2020-01-24,Oklahoma,126,0
2020-01-24,Oregon,305,0
2020-01-24,Pennsylvania,652,0
2020-01-24,Puerto Rico,93,0
2020-01-24,Rhode Island,51,0
2020-01-24,South Carolina,179,0
2020-01-24,South Dakota,45,0
2020-01-24,Tennessee,409,0
2020-01-24,Pacific Trust Territories and Possessions,3,0
2020-01-24,Texas,2260,0
2020-01-24,Utah,368,0
2020-01-24,Virginia,890,0
2020-01-24,Virgin Islands,15,0
2020-01-24,Vermont,29,0
2020-01-24,Washington,651,0
2020-01-24,Wisconsin,203,0
2020-01-24,West Virginia,24,0
2020-01-24,Wyoming,33,0
2020-01-25,Alaska,89,0
2020-01-25,Alabama,84,0
2020-01-25,Arkansas,62,0
2020-01-25,Arizona,523,0
2020-01-25,California,1833,1
2020-01-25,Colorado,758,0
2020-01-25,Connecticut,71,0
2020-01-25,Florida,1723,0
2020-01-25,Georgia,842,0
2020-01-25,Hawaii,359,0
2020-01-25,Iowa,74,0
2020-01-25,Idaho,78,0
2020-01-25,Illinois,1004,0
2020-01-25,Indiana,157,0
2020-01-25,Kansas,31,0
2020-01-25,Kentucky,172,0
2020-01-25,Louisiana,176,0
2020-01-25,Massachusetts,276,0
2020-01-25,Maryland,209,0
2020-01-25,Maine,43,0
2020-01-25,Michigan,453,0
2020-01-25,Minnesota,316,0
2020-01-25,Missouri,265,0
2020-01-25,Mississippi,35,0
2020-01-25,Montana,75,0
2020-01-25,North Carolina,852,0
2020-01-25,North Dakota,55,0
2020-01-25,Nebraska,72,0
2020-01-25,New Hampshire,26,0
2020-01-25,New Jersey,329,0
2020-01-25,New Mexico,56,0
2020-01-25,Nevada,447,0
2020-01-25,New York,792,0
2020-01-25,Ohio,258,0
2020-01-25,Oklahoma,84,0
2020-01-25,Oregon,235,0
2020-01-25,Pennsylvania,494,0
2020-01-25,Puerto Rico,99,0
2020-01-25,Rhode Island,45,0
2020-01-25,South Carolina,143,0
2020-01-25,South Dakota,37,0
2020-01-25,Tennessee,284,0
2020-01-25,Pacific Trust Territories and Possessions,5,0
2020-01-25,Texas,1635,0
2020-01-25,Utah,283,0
2020-01-25,Virginia,660,0
2020-01-25,Virgin Islands,23,0
2020-01-25,Vermont,25,0
2020-01-25,Washington,503,0
2020-01-25,Wisconsin,161,0
2020-01-25,West Virginia,17,0
2020-01-25,Wyoming,34,0
2020-01-26,Alaska,92,0
2020-01-26,Alabama,127,0
2020-01-26,Arkansas,99,0
2020-01-26,Arizona,612,1
2020-01-26,California,2259,1
2020-01-26,Colorado,876,0
2020-01-26,Connecticut,75,0
2020-01-26,Florida,1825,0
2020-01-26,Georgia,1116,0
2020-01-26,Hawaii,351,0
2020-01-26,Iowa,95,0
2020-01-26,Idaho,99,0
2020-01-26,Illinois,1258,0
2020-01-26,Indiana,200,0
2020-01-26,Kansas,44,0
2020-01-26,Kentucky,237,0
2020-01-26,Louisiana,245,0
2020-01-26,Massachusetts,389,0
2020-01-26,Maryland,255,0
2020-01-26,Maine,42,0
2020-01-26,Michigan,564,0
2020-01-26,Minnesota,427,0
2020-01-26,Missouri,380,0
2020-01-26,Mississippi,46,0
2020-01-26,Montana,85,0
2020-01-26,North Carolina,1052,0
2020-01-26,North Dakota,62,0
2020-01-26,Nebraska,90,0
2020-01-26,New Hampshire,25,0
2020-01-26,New Jersey,449,0
2020-01-26,New Mexico,78,0
2020-01-26,Nevada,568,0
2020-01-26,New York,1061,0
2020-01-26,Ohio,336,0
2020-01-26,Oklahoma,122,0
2020-01-26,Oregon,288,0
2020-01-26,Pennsylvania,614,0
2020-01-26,Puerto Rico,97,0
2020-01-26,Rhode Island,49,0
2020-01-26,South Carolina,177,0
2020-01-26,South Dakota,43,0
2020-01-26,Tennessee,395,0
2020-01-26,Pacific Trust Territories and Possessions,3,0
2020-01-26,Texas,2191,0
2020-01-26,Utah,359,0
2020-01-26,Virginia,845,0
2020-01-26,Virgin Islands,17,0
2020-01-26,Vermont,27,0
2020-01-26,Washington,613,0
2020-01-26,Wisconsin,187,0
2020-01-26,West Virginia,20,0
2020-01-26,Wyoming,37,0
2020-01-27,Alaska,97,0
2020-01-27,Alabama,131,0
2020-01-27,Arkansas,96,0
2020-01-27,Arizona,607,0
2020-01-27,California,2402,0
2020-01-27,Colorado,869,0
2020-01-27,Connecticut,83,0
2020-01-27,Florida,1756,0
2020-01-27,Georgia,1202,0
2020-01-27,Hawaii,342,0
2020-01-27,Iowa,91,0
2020-01-27,Idaho,97,0
2020-01-27,Illinois,1331,0
2020-01-27,Indiana,202,0
2020-01-27,Kansas,52,0
2020-01-27,Kentucky,259,0
2020-01-27,Louisiana,231,0
2020-01-27,Massachusetts,444,0
2020-01-27,Maryland,272,0
2020-01-27,Maine,50,0
2020-01-27,Michigan,629,0
2020-01-27,Minnesota,471,0
2020-01-27,Missouri,405,0
2020-01-27,Mississippi,46,0
2020-01-27,Montana,84,0
2020-01-27,North Carolina,1082,0
2020-01-27,North Dakota,64,0
2020-01-27,Nebraska,97,0
2020-01-27,New Hampshire,29,0
2020-01-27,New Jersey,474,0
2020-01-27,New Mexico,83,0
2020-01-27,Nevada,553,0
2020-01-27,New York,1176,0
2020-01-27,Ohio,343,0
2020-01-27,Oklahoma,125,0
2020-01-27,Oregon,302,0
2020-01-27,Pennsylvania,651,0
2020-01-27,Puerto Rico,92,0
2020-01-27,Rhode Island,50,0
2020-01-27,South Carolina,175,0
2020-01-27,South Dakota,45,0
2020-01-27,Tennessee,405,0
2020-01-27,Pacific Trust Territories and Possessions,4,0
2020-01-27,Texas,2193,0
2020-01-27,Utah,366,0
2020-01-27,Virginia,887,0
2020-01-27,Virgin Islands,16,0
2020-01-27,Vermont,29,0
2020-01-27,Washington,644,0
2020-01-27,Wisconsin,202,0
2020-01-27,West Virginia,24,0
2020-01-27,Wyoming,33,0
2020-01-28,Alaska,93,0
2020-01-28,Alabama,117,0
2020-01-28,Arkansas,89,0
2020-01-28,Arizona,532,0
2020-01-28,California,2254,0
2020-01-28,Colorado,827,0
2020-01-28,Connecticut,75,0
2020-01-28,Florida,1552,0
2020-01-28,Georgia,1167,0
2020-01-28,Hawaii,337,0
2020-01-28,Iowa,83,0
2020-01-28,Idaho,96,0
2020-01-28,Illinois,1262,0
2020-01-28,Indiana,185,0
2020-01-28,Kansas,47,0
2020-01-28,Kentucky,232,0
2020-01-28,Louisiana,215,0
2020-01-28,Massachusetts,422,0
2020-01-28,Maryland,261,0
2020-01-28,Maine,47,0
2020-01-28,Michigan,591,0
2020-01-28,Minnesota,448,0
2020-01-28,Missouri,392,0
2020-01-28,Mississippi,43,0
2020-01-28,Montana,79,0
2020-01-28,North Carolina,946,0
2020-01-28,North Dakota,57,0
2020-01-28,Nebraska,87,0
2020-01-28,New Hampshire,25,0
2020-01-28,New Jersey,462,0
2020-01-28,New Mexico,77,0
2020-01-28,Nevada,485,0
2020-01-28,New York,1117,0
2020-01-28,Ohio,324,0
2020-01-28,Oklahoma,116,0
2020-01-28,Oregon,283,0
2020-01-28,Pennsylvania,588,0
2020-01-28,Puerto Rico,85,0
2020-01-28,Rhode Island,47,0
2020-01-28,South Carolina,163,0
2020-01-28,South Dakota,39,0
2020-01-28,Tennessee,374,0
2020-01-28,Pacific Trust Territories and Possessions,5,0
2020-01-28,Texas,2026,0
2020-01-28,Utah,350,0
2020-01-28,Virginia,867,0
2020-01-28,Virgin Islands,14,0
2020-01-28,Vermont,27,0
2020-01-28,Washington,599,0
2020-01-28,Wisconsin,194,0
2020-01-28,West Virginia,19,0
2020-01-28,Wyoming,28,0
2020-01-29,Alaska,98,0
2020-01-29,Alabama,124,0
2020-01-29,Arkansas,92,0
2020-01-29,Arizona,579,0
2020-01-29,California,2300,0
2020-01-29,Colorado,847,0
2020-01-29,Connecticut,77,0
2020-01-29,Florida,1610,0
2020-01-29,Georgia,1171,0
2020-01-29,Hawaii,340,0
2020-01-29,Iowa,88,0
2020-01-29,Idaho,92,0
2020-01-29,Illinois,1287,0
2020-01-29,Indiana,189,0
2020-01-29,Kansas,48,0
2020-01-29,Kentucky,239,0
2020-01-29,Louisiana,219,0
2020-01-29,Massachusetts,420,0
2020-01-29,Maryland,266,0
2020-01-29,Maine,49,0
2020-01-29,Michigan,609,0
2020-01-29,Minnesota,463,0
2020-01-29,Missouri,397,0
2020-01-29,Mississippi,46,0
2020-01-29,Montana,76,0
2020-01-29,North Carolina,1055,0
2020-01-29,North Dakota,60,0
2020-01-29,Nebraska,91,0
2020-01-29,New Hampshire,26,0
2020-01-29,New Jersey,461,0
2020-01-29,New Mexico,78,0
2020-01-29,Nevada,495,0
2020-01-29,New York,1140,0
2020-01-29,Ohio,328,0
2020-01-29,Oklahoma,120,0
2020-01-29,Oregon,290,0
2020-01-29,Pennsylvania,594,0
2020-01-29,Puerto Rico,80,0
2020-01-29,Rhode Island,48,0
2020-01-29,South Carolina,173,0
2020-01-29,South Dakota,41,0
2020-01-29,Tennessee,379,0
2020-01-29,Pacific Trust Territories and Possessions,3,0
2020-01-29,Texas,2088,0
2020-01-29,Utah,353,0
2020-01-29,Virginia,871,0
2020-01-29,Virgin Islands,13,0
2020-01-29,Vermont,27,0
2020-01-29,Washington,612,0
2020-01-29,Wisconsin,199,0
2020-01-29,West Virginia,22,0
2020-01-29,Wyoming,30,0
2020-01-30,Alaska,96,0
2020-01-30,Alabama,130,0
2020-01-30,Arkansas,103,0
2020-01-30,Arizona,617,0
2020-01-30,California,2403,0
2020-01-30,Colorado,880,0
2020-01-30,Connecticut,84,0
2020-01-30,Florida,1769,0
2020-01-30,Georgia,1195,0
2020-01-30,Hawaii,349,0
2020-01-30,Iowa,94,0
2020-01-30,Idaho,97,0
2020-01-30,Illinois,1341,1
2020-01-30,Indiana,202,0
2020-01-30,Kansas,49,0
2020-01-30,Kentucky,260,0
2020-01-30,Louisiana,235,0
2020-01-30,Massachusetts,440,0
2020-01-30,Maryland,270,0
2020-01-30,Maine,47,0
2020-01-30,Michigan,622,0
2020-01-30,Minnesota,468,0
2020-01-30,Missouri,410,0
2020-01-30,Mississippi,48,0
2020-01-30,Montana,86,0
2020-01-30,North Carolina,1081,0
2020-01-30,North Dakota,66,0
2020-01-30,Nebraska,95,0
2020-01-30,New Hampshire,27,0
2020-01-30,New Jersey,471,0
2020-01-30,New Mexico,83,0
2020-01-30,Nevada,554,0
2020-01-30,New York,1170,0
2020-01-30,Ohio,355,0
2020-01-30,Oklahoma,127,0
2020-01-30,Oregon,305,0
2020-01-30,Pennsylvania,652,0
2020-01-30,Puerto Rico,84,0
2020-01-30,Rhode Island,52,0
2020-01-30,South Carolina,180,0
2020-01-30,South Dakota,44,0
2020-01-30,Tennessee,406,0
2020-01-30,Pacific Trust Territories and Possessions,6,0
2020-01-30,Texas,2266,0
2020-01-30,Utah,368,0
2020-01-30,Virginia,895,0
2020-01-30,Virgin Islands,18,0
2020-01-30,Vermont,28,0
2020-01-30,Washington,650,0
2020-01-30,Wisconsin,207,0
2020-01-30,West Virginia,21,0
2020-01-30,Wyoming,34,0
2020-01-31,Alaska,98,0
2020-01-31,Alabama,133,0
2020-01-31,Arkansas,98,0
2020-01-31,Arizona,609,0
2020-01-31,California,2417,1
2020-01-31,Colorado,872,0
2020-01-31,Connecticut,82,0
2020-01-31,Florida,1794,0
2020-01-31,Georgia,1190,0
2020-01-31,Hawaii,358,0
2020-01-31,Iowa,92,0
2020-01-31,Idaho,98,0
2020-01-31,Illinois,1333,0
2020-01-31,Indiana,202,0
2020-01-31,Kansas,52,0
2020-01-31,Kentucky,261,0
2020-01-31,Louisiana,235,0
2020-01-31,Massachusetts,448,0
2020-01-31,Maryland,270,0
2020-01-31,Maine,50,0
2020-01-31,Michigan,631,0
2020-01-31,Minnesota,470,0
2020-01-31,Missouri,419,0
2020-01-31,Mississippi,48,0
2020-01-31,Montana,85,0
2020-01-31,North Carolina,1084,0
2020-01-31,North Dakota,63,0
2020-01-31,Nebraska,98,0
2020-01-31,New Hampshire,29,0
2020-01-31,New Jersey,473,0
2020-01-31,New Mexico,83,0
2020-01-31,Nevada,558,0
2020-01-31,New York,1177,0
2020-01-31,Ohio,347,0
2020-01-31,Oklahoma,126,0
2020-01-31,Oregon,305,0
2020-01-31,Pennsylvania,653,0
2020-01-31,Puerto Rico,90,0
2020-01-31,Rhode Island,51,0
2020-01-31,South Carolina,179,0
2020-01-31,South Dakota,45,0
2020-01-31,Tennessee,409,0
2020-01-31,Pacific Trust Territories and Possessions,3,0
2020-01-31,Texas,2261,0
2020-01-31,Utah,367,0
2020-01-31,Virginia,889,0
2020-01-31,Virgin Islands,15,0
2020-01-31,Vermont,29,0
2020-01-31,Washington,651,0
2020-01-31,Wisconsin,203,0
2020-01-31,West Virginia,24,0
2020-01-31,Wyoming,33,0
2020-02-01,Alaska,90,0
2020-02-01,Alabama,82,0
2020-02-01,Arkansas,60,0
2020-02-01,Arizona,515,0
2020-02-01,California,1826,0
2020-02-01,Colorado,760,0
2020-02-01,Connecticut,68,0
2020-02-01,Florida,1743,0
2020-02-01,Georgia,810,0
2020-02-01,Hawaii,359,0
2020-02-01,Iowa,72,0
2020-02-01,Idaho,76,0
2020-02-01,Illinois,1001,0
2020-02-01,Indiana,153,0
2020-02-01,Kansas,32,0
2020-02-01,Kentucky,166,0
2020-02-01,Louisiana,174,0
2020-02-01,Massachusetts,275,1
2020-02-01,Maryland,207,0
2020-02-01,Maine,42,0
2020-02-01,Michigan,422,0
2020-02-01,Minnesota,281,0
2020-02-01,Missouri,264,0
2020-02-01,Mississippi,33,0
2020-02-01,Montana,74,0
2020-02-01,North Carolina,844,0
2020-02-01,North Dakota,51,0
2020-02-01,Nebraska,68,0
2020-02-01,New Hampshire,26,0
2020-02-01,New Jersey,330,0
2020-02-01,New Mexico,55,0
2020-02-01,Nevada,444,0
2020-02-01,New York,775,0
2020-02-01,Ohio,254,0
2020-02-01,Oklahoma,84,0
2020-02-01,Oregon,232,0
2020-02-01,Pennsylvania,486,0
2020-02-01,Puerto Rico,98,0
2020-02-01,Rhode Island,45,0
2020-02-01,South Carolina,139,0
2020-02-01,South Dakota,34,0
2020-02-01,Tennessee,277,0
2020-02-01,Pacific Trust Territories and Possessions,5,0
2020-02-01,Texas,1635,0
2020-02-01,Utah,261,0
2020-02-01,Virginia,650,0
